auct_id,gms_greater_avg,gms_transformed,listing_start_date_year_transformed,listing_end_date_year_transformed,listing_start_date_month_transformed,listing_end_date_month_transformed,listing_start_date_day_transformed,listing_end_date_day_transformed,dasy_between_weihnachten_2006_transformed,days_between_weihnachten_2005_transformed,dasy_between_weihnachten_2006_Mean__avg_transformed,days_between_weihnachten_2005_Mean__avg_transformed,qty_available_per_listing_Mean__avg_transformed,qty_available_per_listing_transformed,feedback_score_at_listing_time_transformed,start_price_transformed,buy_it_now_price_transformed,feedback_dif_transformed,buy_dif_transformed,start_dif_transformed,qty_dif_transformed,feedback_score_at_listing_time_Log10_transformed,start_price_LogN_transformed,buy_it_now_price_LogN_transformed,qty_available_per_listing_Invers_transformed,dasy_between_weihnachten_2006_Log10_transformed,listing_durtn_days_transformed,listing_durtn_days_LogN_transformed,days_between_weihnachten_2005_Log10_transformed,listing_durtn_days_Mean__avg_transformed,item_leaf_category_name_transformed,listing_type_code_transformed,buy_it_now_listed_flag_transformed,bold_fee_flag_transformed,category_featured_fee_flag_transformed,gallery_fee_flag_transformed,gallery_featured_fee_flag_transformed,ipix_featured_fee_flag_transformed,highlight_fee_flag_transformed,schedule_fee_flag_transformed,border_fee_flag_transformed,category_avg_gms_transformed,item_leaf_category_name_article_category_transformed,item_leaf_category_name_article_category_meta_category_transformed,item_leaf_category_name_color_category_transformed,item_leaf_category_gigabytes_transformed,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB_transformed,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB_transformed,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB_transformed,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau_transformed,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Gold_transformed,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Gr¸n_transformed,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Pink_transformed,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber_transformed,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Sonsti_transformed,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Blau_transformed,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Gr¸n_transformed,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Pink_transformed,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Silber_transformed,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB_transformed,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB_transformed,item_leaf_category_name_article_category_meta_category_classic_transformed,item_leaf_category_name_article_category_meta_category_mini_transformed,item_leaf_category_name_article_category_meta_category_nano_transformed,listing_type_code_1_transformed,listing_type_code_2_transformed,listing_type_code_7_transformed,listing_type_code_9_transformed,is_24_days_before_weihnachten_transformed,feedback_score_at_listing_time_is_default_transformed,listing_durtn_days_is_default_transformed,qty_available_per_listing_is_default_transformed,start_price_is_default_transformed,feedback > avg_transformed,buy_prive > avg_transformed,buy_it_now > gms_avg_transformed,start_prive > avg_transformed,start_price > gms_avg_transformed,qty > avg_transformed,_contains_gen_transformed,_contains_1gen_transformed,_contains_2gen_transformed,_contains_3gen_transformed,_contains_4gen_transformed,_contains_5gen_transformed,listing_title_lowercase_contains_new_transformed,listing_subtitle_lowercase_contains_new_transformed,listing_title_lowercase_contains_ovp_transformed,listing_subtitle_lowercase_contains_ovp_transformed,listing_title_lowercase_contains_black_transformed,listing_title_lowercase_contains_silver_transformed,listing_title_lowercase_contains_white_transformed,listing_title_lowercase_contains_green_transformed,listing_title_lowercase_contains_pink_transformed,listing_title_lowercase_contains_blue_transformed,listing_title_lowercase_contains_photo_transformed,listing_title_lowercase_contains_bussword_transformed,listing_title_lowercase_contains_invoice_transformed,listing_title_lowercase_contains_video_transformed,listing_title_lowercase_contains_warrenty_transformed,listing_title_lowercase_contains_colordisplay_transformed,listing_title_lowercase_contains_original_transformed,listing_title_lowercase_contains_verschweiﬂt_transformed,listing_title_lowercase_contains_dock_transformed,listing_title_lowercase_contains_alt_transformed,listing_title_lowercase_contains_songs_transformed,listing_title_lowercase_contains_apple_transformed,listing_title_lowercase_contains_ipod_transformed,listing_title_lowercase_contains_verpackt_transformed,listing_title_lowercase_contains_bag_transformed,Partition
9818,"F",-2.087312,2006,2006,-0.818583,-0.786657,-0.249027,-0.275267,-1.666405,-1.666405,0.617208,0.617208,,-0.078655,-0.275415,-0.541920,0.598454,-0.354869,1.007733,-0.094197,1.350090,-0.317208,-0.605404,1.577802,0.148858,-1.795571,0.000000,0.000000,0.000000,0.181183,10,3,0,1,1,0,1,1,1,1,1,10.000000,6,2,4,5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,"1_Training"
6144,"F",-2.087312,2006,2006,-1.244638,-1.210860,-0.015828,1.176371,-0.458556,-0.458556,0.447976,0.447976,4.000000,-0.078655,-0.174111,-0.541920,-0.503863,-0.167444,-1.131774,-0.714318,-0.092887,0.619768,-0.605404,-0.523740,0.148858,-0.403715,1.074836,1.213789,0.000000,1.295835,9,3,1,1,1,0,1,1,1,1,1,9.000000,2,1,6,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,"1_Training"
1010,"F",-2.087312,2005,2005,0.672607,0.698052,0.800366,0.813462,1.342622,1.342622,0.676925,0.676925,1.000000,-0.078655,-0.263089,0.662859,-0.503863,-0.244346,-0.132817,1.093399,0.807188,-0.053601,1.462071,-0.523740,0.148858,1.291834,0.000000,0.000000,1.202895,-0.324077,6,2,1,1,1,0,1,1,1,1,1,6.000000,6,2,3,5,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,"1_Training"
14152,"F",-2.087097,2006,2006,-1.244638,-1.210860,0.217370,0.813462,-0.500937,-0.500937,0.954842,0.954842,,-0.078655,-0.249608,-0.541920,-0.503863,-0.351174,-0.468510,-0.608125,-1.035822,0.129099,-0.605404,-0.523740,0.148858,-0.448502,-0.108233,0.174606,0.000000,0.778773,8,3,1,1,1,0,1,1,1,1,1,8.000000,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,"1_Training"
6945,"F",-2.085159,2006,2006,-1.244638,-0.998759,1.499960,-1.363996,-0.734030,-0.734030,0.486514,0.486514,,-0.078655,-0.138674,-0.541920,-0.503863,-0.079375,-0.081603,-0.168867,0.625030,0.746190,-0.605404,-0.523740,0.148858,-0.699625,0.364994,0.679053,0.000000,0.732108,12,3,1,1,1,1,1,0,1,1,1,12.000000,6,2,5,5,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,"1_Training"
5795,"F",-2.066002,2006,2006,-1.244638,-1.210860,-0.598824,0.571522,-0.352604,-0.352604,0.617208,0.617208,,-0.078655,-0.074347,-0.432516,-0.503863,-0.153030,-0.057293,0.013151,1.350090,0.914824,0.427884,-0.523740,0.148858,-0.292880,1.074836,1.213789,0.000000,0.181183,10,3,1,1,1,0,1,0,1,1,1,10.000000,6,2,4,5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,"1_Training"
14592,"F",-2.065786,2006,2006,-1.244638,-0.998759,1.733159,-1.363996,-0.776411,-0.776411,0.671728,0.671728,,-0.078655,-0.291978,-0.541920,-0.503863,-0.335734,-0.680349,-0.542239,-0.101459,-2.142387,-0.605404,-0.523740,0.148858,-0.746182,-0.108233,0.174606,0.000000,0.970616,13,3,1,1,1,1,1,0,1,1,1,13.000000,4,1,6,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1_Training"
9153,"F",-2.065786,2006,2006,-0.818583,-0.786657,-1.531617,-0.396237,-1.433311,-1.433311,0.447976,0.447976,4.000000,-0.078655,-0.263474,-0.541920,-0.503863,-0.257150,-1.131774,-0.714318,-0.092887,-0.059990,-0.605404,-0.523740,0.148858,-1.506534,1.074836,1.213789,0.000000,1.295835,9,3,1,1,1,1,1,0,1,1,1,9.000000,2,1,6,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1_Training"
8412,"F",-2.065786,2006,2006,-1.031611,-0.998759,0.450568,1.297341,-1.200218,-1.200218,0.447976,0.447976,4.000000,-0.078655,-0.189133,-0.541920,-0.503863,-0.182524,-1.131774,-0.714318,-0.092887,0.554240,-0.605404,-0.523740,0.148858,-1.228011,0.364994,0.679053,0.000000,1.295835,9,3,1,1,1,1,1,1,1,1,1,9.000000,2,1,6,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1_Training"
1539,"F",-2.065786,2005,2005,0.885634,0.910153,-1.065221,-0.275267,1.024767,1.024767,0.617208,0.617208,,-0.078655,-0.291978,-0.541920,-0.503863,-0.371495,-0.057293,-0.094197,1.350090,-2.142387,-0.605404,-0.523740,0.148858,1.018611,0.364994,0.679053,0.787465,0.181183,10,3,1,1,1,0,1,1,1,1,1,10.000000,6,2,4,5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,"1_Training"
9143,"F",-2.065571,2006,2006,-0.818583,-0.786657,-1.531617,-0.396237,-1.433311,-1.433311,0.447976,0.447976,4.000000,-0.078655,-0.291208,-0.541920,-0.503863,-0.284990,-1.131774,-0.714318,-0.092887,-1.612507,-0.605404,-0.523740,0.148858,-1.506534,1.074836,1.213789,0.000000,1.295835,9,3,1,1,1,1,1,1,1,1,1,9.000000,2,1,6,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1_Training"
7810,"F",-2.065141,2006,2006,-1.031611,-0.998759,-0.715423,0.087643,-0.988314,-0.988314,0.617208,0.617208,,-0.078655,0.083965,-0.541920,-0.503863,0.005888,-0.057293,-0.094197,1.350090,1.178117,-0.605404,-0.523740,0.148858,-0.983308,0.364994,0.679053,0.000000,0.181183,10,3,1,1,1,1,1,0,1,0,1,10.000000,6,2,4,5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1_Training"
5774,"F",-2.058683,2006,2006,-1.244638,-1.210860,-0.598824,-0.033327,-0.352604,-0.352604,-0.802310,-0.802310,,-0.078655,-0.290823,-0.541920,-0.503863,-0.256766,-0.377018,-0.712155,-1.025692,-1.473754,-0.605404,-0.523740,0.148858,-0.292880,-0.108233,0.174606,0.000000,-1.267743,14,3,1,1,1,0,1,1,1,1,1,14.000000,5,0,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,"1_Training"
2381,"F",-2.044261,2005,2005,0.885634,0.910153,0.683766,1.539281,0.706912,0.706912,0.486514,0.486514,,-0.078655,-0.245371,-0.541920,-0.503863,-0.186481,-0.081603,-0.168867,0.625030,0.174673,-0.605404,-0.523740,0.148858,0.735278,0.364994,0.679053,0.215051,0.732108,12,3,1,1,1,0,1,1,1,1,1,12.000000,6,2,5,5,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,"1_Training"
4482,"F",-2.044261,2005,2005,1.098661,1.122255,0.333969,0.934432,0.134773,0.134773,0.486514,0.486514,,-0.078655,-0.285815,-0.541920,-0.503863,-0.227081,-0.081603,-0.168867,0.625030,-0.775880,-0.605404,-0.523740,0.148858,0.197265,-0.108233,0.174606,-2.389270,0.732108,12,3,1,1,1,0,1,0,1,1,1,12.000000,6,2,5,5,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,"1_Training"
336,"F",-2.041893,2005,2005,0.672607,0.698052,-1.298419,-0.154297,1.724048,1.724048,0.486514,0.486514,,-0.078655,0.056616,-0.541920,-0.503863,0.116663,-0.081603,-0.168867,0.625030,1.141727,-0.605404,-0.523740,0.148858,1.607335,1.074836,1.213789,1.586824,0.732108,12,3,1,1,1,0,1,0,1,1,1,12.000000,6,2,5,5,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,"1_Training"
2348,"F",-2.022736,2005,2005,0.885634,0.910153,0.683766,1.297341,0.706912,0.706912,0.676925,0.676925,1.000000,-0.078655,-0.147918,-0.541920,-0.503863,-0.128734,-0.132817,-0.088747,0.807188,0.716269,-0.605404,-0.523740,0.148858,0.735278,-0.108233,0.174606,0.215051,-0.324077,6,3,1,1,1,0,1,1,1,0,1,6.000000,6,2,3,5,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,"1_Training"
14154,"F",-2.022520,2006,2006,-1.244638,-1.210860,0.217370,0.329582,-0.500937,-0.500937,0.671728,0.671728,,-0.078655,-0.231504,0.662859,-0.503863,-0.275028,-0.680349,0.639906,-0.101459,0.299388,1.462071,-0.523740,0.148858,-0.448502,-1.054689,-2.238304,0.000000,0.970616,13,3,1,1,1,1,1,0,1,1,1,13.000000,4,1,6,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1_Training"
