auct_id,gms_greater_avg,listing_start_date_year_transformed,listing_end_date_year_transformed,item_leaf_category_name_color_category_transformed,item_leaf_category_gigabytes_transformed,start_price_LogN_transformed,qty_available_per_listing_Invers_transformed,listing_start_date_month_transformed,listing_start_date_day_transformed,listing_end_date_month_transformed,listing_end_date_day_transformed,feedback_score_at_listing_time_Log10_transformed,dasy_between_weihnachten_2006_Log10_transformed,buy_it_now_price_LogN_transformed,listing_durtn_days_LogN_transformed,days_between_weihnachten_2005_Log10_transformed,start_prive > avg_transformed,start_price_is_default_transformed,start_price > gms_avg_transformed,schedule_fee_flag_transformed,qty_available_per_listing_is_default_transformed,qty > avg_transformed,listing_type_code_9_transformed,listing_type_code_7_transformed,listing_type_code_2_transformed,listing_type_code_1_transformed,listing_title_lowercase_contains_white_transformed,listing_title_lowercase_contains_warrenty_transformed,listing_title_lowercase_contains_video_transformed,listing_title_lowercase_contains_verschweißt_transformed,listing_title_lowercase_contains_verpackt_transformed,listing_title_lowercase_contains_songs_transformed,listing_title_lowercase_contains_silver_transformed,listing_title_lowercase_contains_pink_transformed,listing_title_lowercase_contains_photo_transformed,listing_title_lowercase_contains_ovp_transformed,listing_title_lowercase_contains_original_transformed,listing_title_lowercase_contains_new_transformed,listing_title_lowercase_contains_ipod_transformed,listing_title_lowercase_contains_invoice_transformed,listing_title_lowercase_contains_green_transformed,listing_title_lowercase_contains_dock_transformed,listing_title_lowercase_contains_colordisplay_transformed,listing_title_lowercase_contains_bussword_transformed,listing_title_lowercase_contains_blue_transformed,listing_title_lowercase_contains_black_transformed,listing_title_lowercase_contains_bag_transformed,listing_title_lowercase_contains_apple_transformed,listing_title_lowercase_contains_alt_transformed,_contains_gen_transformed,_contains_5gen_transformed,_contains_4gen_transformed,_contains_3gen_transformed,_contains_2gen_transformed,_contains_1gen_transformed,listing_subtitle_lowercase_contains_ovp_transformed,listing_subtitle_lowercase_contains_new_transformed,listing_durtn_days_is_default_transformed,item_leaf_category_name_article_category_meta_category_nano_transformed,item_leaf_category_name_article_category_meta_category_mini_transformed,item_leaf_category_name_article_category_meta_category_classic_transformed,is_24_days_before_weihnachten_transformed,ipix_featured_fee_flag_transformed,highlight_fee_flag_transformed,gallery_fee_flag_transformed,gallery_featured_fee_flag_transformed,feedback_score_at_listing_time_is_default_transformed,feedback > avg_transformed,category_featured_fee_flag_transformed,buy_prive > avg_transformed,buy_it_now_listed_flag_transformed,buy_it_now > gms_avg_transformed,border_fee_flag_transformed,bold_fee_flag_transformed,Partition
10822,"F",2005,2005,1.366717,-0.525924,-0.589519,0.150366,0.678138,0.452490,0.704591,1.059130,1.782508,1.343168,-0.506275,0.163796,1.265370,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,"1_Training"
3961,"F",2005,2005,-0.208363,-0.696476,-0.589519,0.150366,1.104415,-0.245817,1.128988,-0.271271,-0.033411,0.300570,1.937203,0.000000,-1.493191,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,"1_Training"
15678,"F",2006,2006,-0.208363,1.520696,-0.589519,0.150366,-0.813831,-0.944123,-0.780798,-0.150326,-0.263777,-1.630337,-0.506275,0.668542,0.000000,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,"1_Training"
10079,"W",2005,2005,-0.208363,0.667938,-0.589519,0.150366,0.464999,1.616335,0.704591,-0.755054,0.339039,1.689577,-0.506275,1.203594,1.672885,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,"1_Training"
15205,"F",2006,2006,-0.208363,0.667938,1.632318,0.150366,-1.026969,0.103337,-0.992997,1.301021,-2.140854,-1.148907,-0.506275,1.203594,0.000000,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,"1_Training"
6523,"F",2006,2006,1.366717,-0.696476,-0.589519,0.150366,-1.240108,0.801644,-1.205195,1.663858,0.294759,-0.558426,-0.506275,0.668542,0.000000,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,"1_Training"
9775,"F",2006,2006,1.366717,-0.696476,-0.589519,0.150366,-0.813831,-0.245817,-0.780798,0.575348,-0.412475,-1.788897,-0.506275,0.668542,0.000000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,"1_Training"
6104,"F",2006,2006,-0.208363,-0.696476,-0.589519,0.150366,-1.240108,-0.013048,-1.205195,0.817239,0.417001,-0.400956,-0.506275,0.668542,0.000000,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,"1_Training"
2740,"F",2005,2005,-0.208363,-0.696476,-0.589519,0.150366,0.891276,1.383566,1.128988,-1.601673,-0.373869,0.618826,-0.506275,0.163796,-0.110736,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,"1_Training"
3612,"W",2005,2005,-0.208363,-0.696476,1.851225,-5.491280,1.104415,-0.594970,1.128988,-0.271271,1.924363,0.361262,-0.506275,-0.602499,-1.121902,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,"1_Training"
9210,"W",2006,2006,-0.208363,-0.696476,1.921402,-7.465856,-0.813831,-1.293277,-0.780798,-0.150326,0.724170,-1.552275,-0.506275,1.203594,0.000000,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"1_Training"
8504,"F",2006,2006,-0.208363,-0.696476,-0.589519,0.150366,-1.026969,0.568875,-0.992997,0.696293,0.648762,-1.247769,-0.506275,-2.250540,0.000000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,"1_Training"
7523,"W",2006,2006,-0.208363,-0.696476,-0.589519,0.150366,-1.026969,-1.176892,-0.992997,-0.875999,0.645785,-0.883454,-0.506275,-0.602499,0.000000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,"1_Training"
4783,"F",2005,2005,-0.208363,-0.696476,1.754770,0.150366,1.104415,0.801644,1.128988,1.180076,-2.140854,0.115546,-0.506275,-0.602499,-4.117790,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,"1_Training"
6750,"F",2006,2006,0.579177,-0.696476,-0.589519,0.150366,-1.240108,1.150797,-0.992997,-1.359782,-0.569431,-0.626920,-0.506275,1.203594,0.000000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,"1_Training"
11658,"W",2005,2005,-0.208363,1.520696,1.974315,0.150366,0.891276,-0.362201,0.916790,-0.392217,0.339039,0.905606,-0.506275,0.000000,0.569502,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,"1_Training"
1050,"F",2005,2005,1.366717,-0.696476,-0.589519,0.150366,0.678138,0.918028,0.704591,1.784804,0.214186,1.271960,-0.506275,0.668542,1.169114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,"1_Training"
5402,"W",2006,2006,1.366717,-0.696476,1.697638,0.150366,-1.240108,-1.176892,-1.205195,-1.117891,-0.516762,-0.181486,1.986318,-2.250540,0.000000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,"1_Training"
9341,"F",2006,2006,-0.208363,2.373455,-0.589519,0.150366,-0.813831,-1.176892,-0.780798,-0.875999,0.294759,-1.578207,-0.506275,-0.602499,0.000000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,"1_Training"
14333,"F",2006,2006,-0.208363,1.520696,-0.589519,0.150366,-1.240108,0.801644,-1.205195,1.663858,-1.364601,-0.558426,-0.506275,0.668542,0.000000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,"1_Training"
4901,"W",2005,2005,1.366717,-0.696476,1.826666,0.150366,1.104415,1.150797,1.128988,1.301021,0.814217,0.052862,-0.506275,-2.250540,0.000000,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,"1_Training"
5120,"F",2005,2005,-0.208363,-0.696476,1.780861,-4.080868,1.104415,1.732719,1.128988,1.784804,0.156006,-0.052770,-0.506275,0.000000,0.000000,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,"1_Training"
12185,"F",2005,2005,-0.208363,1.520696,1.870380,-6.196485,0.891276,1.150797,0.916790,1.180076,0.217826,0.657691,-0.506275,0.000000,-0.000719,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,"1_Training"
6947,"F",2006,2006,0.579177,-0.696476,-0.589519,0.150366,-1.240108,1.499951,-0.992997,-1.601673,-2.140854,-0.696033,-0.506275,0.163796,0.000000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,"1_Training"
288,"F",2005,2005,0.579177,-0.696476,-0.589519,0.150366,0.678138,-1.409661,0.704591,-1.480727,-0.551228,1.621541,1.744478,0.000000,1.599558,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,"1_Training"
11477,"F",2005,2005,-0.208363,1.520696,-0.589519,0.150366,0.891276,-1.060508,0.916790,-0.755054,-2.140854,1.017369,-0.506275,-0.602499,0.775084,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,"1_Training"
1552,"W",2005,2005,-0.208363,2.373455,-0.589519,0.150366,0.891276,-1.060508,0.916790,-0.755054,-2.140854,1.017369,-0.506275,-0.602499,0.775084,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,"1_Training"
8951,"F",2006,2006,-0.208363,-0.696476,-0.589519,0.150366,-1.026969,1.499951,-0.780798,-1.722618,-0.071508,-1.449418,1.911862,-2.250540,0.000000,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,"1_Training"
15790,"F",2006,2006,-0.208363,0.667938,1.752077,0.150366,-0.813831,-0.362201,-0.780798,-0.271271,-0.003812,-1.762241,1.911862,-2.250540,0.000000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,"1_Training"
884,"F",2005,2005,1.366717,-0.696476,-0.589519,0.150366,0.678138,0.452490,0.704591,0.817239,-0.208064,1.343168,-0.506275,-0.602499,1.265370,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,"1_Training"
7136,"F",2006,2006,1.366717,-0.696476,-0.589519,0.150366,-1.240108,1.849104,-0.992997,-1.238836,-0.746789,-0.765778,-0.506275,0.163796,0.000000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,"1_Training"
14590,"F",2006,2006,-0.208363,0.667938,1.824366,0.150366,-1.240108,1.732719,-0.992997,-1.601673,-1.081103,-0.742459,-0.506275,-0.602499,0.000000,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,"1_Training"
2415,"F",2005,2005,-0.208363,2.373455,-0.589519,0.150366,0.891276,0.801644,0.916790,1.663858,-0.984317,0.715621,-0.506275,0.668542,0.150837,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,"1_Training"
1743,"W",2005,2005,-2.570982,-0.696476,-0.589519,0.150366,0.891276,-0.594970,0.916790,-0.271271,-0.105729,0.943042,-0.506275,-0.602499,0.641123,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,"1_Training"
833,"F",2005,2005,-0.995902,-0.696476,-0.589519,0.150366,0.678138,0.452490,0.704591,1.663858,-0.127491,1.343168,-0.506275,1.203594,1.265370,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,"1_Training"
4481,"F",2005,2005,-0.208363,2.373455,-0.589519,0.150366,1.104415,0.336106,1.128988,0.696293,-0.454442,0.198333,2.112023,-0.602499,-2.426386,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,"1_Training"
12638,"W",2005,2005,-0.208363,0.667938,-0.589519,0.150366,1.104415,-1.060508,1.128988,-0.271271,-0.454442,0.441442,-0.506275,0.668542,-0.734983,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,"1_Training"
1389,"W",2005,2005,-0.208363,2.373455,-0.589519,0.150366,0.891276,-1.526046,0.916790,-0.392217,-0.150282,1.090979,-0.506275,1.203594,0.898316,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,"1_Training"
5051,"W",2005,2006,1.366717,-0.696476,1.196165,0.150366,1.104415,1.616335,-1.205195,-1.480727,-1.806540,-0.031526,-0.506275,0.163796,0.000000,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,"1_Training"
5290,"W",2006,2006,1.366717,-0.696476,1.826666,0.150366,-1.240108,-1.409661,-1.205195,-1.480727,1.199926,-0.138339,-0.506275,0.000000,0.000000,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,"1_Training"
8209,"W",2006,2006,-0.208363,-0.696476,1.826666,0.150366,-1.026969,0.103337,-0.992997,0.091565,0.089832,-1.148907,2.018479,0.000000,0.000000,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,"1_Training"
15147,"F",2006,2006,-0.208363,1.520696,-0.589519,0.150366,-1.026969,-0.129432,-0.992997,0.454402,0.550324,-1.099951,-0.506275,0.163796,0.000000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,"1_Training"
12320,"F",2005,2005,-0.208363,0.667938,-0.589519,0.150366,0.891276,1.616335,1.128988,-1.117891,-2.140854,0.579761,-0.506275,0.668542,-0.229224,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,"1_Training"
12112,"W",2005,2005,-0.208363,1.520696,-0.589519,0.150366,0.891276,1.034413,1.128988,-1.722618,-1.030287,0.677050,-0.506275,0.668542,0.051475,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,"1_Training"
6087,"W",2006,2006,-0.995902,-0.696476,-0.589519,0.150366,-1.240108,-0.013048,-1.205195,0.817239,-0.426062,-0.400956,-0.506275,0.668542,0.000000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,"1_Training"
