auct_id;item_leaf_category_name;listing_title;listing_subtitle;listing_start_date;listing_end_date;listing_durtn_days;listing_type_code;feedback_score_at_listing_time;start_price;buy_it_now_price;buy_it_now_listed_flag;bold_fee_flag;category_featured_fee_flag;gallery_fee_flag;gallery_featured_fee_flag;ipix_featured_fee_flag;highlight_fee_flag;schedule_fee_flag;border_fee_flag;qty_available_per_listing;gms;category_avg_gms;gms_greater_avg;listing_start_date_in_weeks;listing_start_date_month;listing_start_date_day;listing_start_date_year;item_leaf_category_name_article_category;item_leaf_category_name_color_category;_article_meta_mini;_article_meta_nano;_article_meta_classic;_article_40;_article_30;_article_20;_article_4;_article_2;item_leaf_category_name_color_category_Blau_flag;item_leaf_category_name_color_category_Gold_flag;item_leaf_category_name_color_category_Grün_flag;item_leaf_category_name_color_category_Pink_flag;item_leaf_category_name_color_category_Silber_flag;item_leaf_category_name_color_category_Sonsti_flag;listing_type_code_1;listing_type_code_2;listing_type_code_7;listing_type_code_9;listing_title_lowercase_contains_new;listing_subtitle_lowercase_contains_new;listing_title_lowercase_contains_ovp;listing_title_lowercase_contains_black;listing_title_lowercase_contains_silver;listing_title_lowercase_contains_white;listing_title_lowercase_contains_green;listing_title_lowercase_contains_pink;listing_title_lowercase_contains_blue;listing_title_lowercase_contains_photo;listing_title_lowercase_contains_bussword;listing_title_lowercase_contains_invoice;listing_title_lowercase_contains_video;listing_title_lowercase_contains_warrenty;listing_title_lowercase_contains_colordisplay;listing_title_lowercase_contains_original;listing_title_lowercase_contains_verschweißt;listing_title_lowercase_contains_dock;listing_title_lowercase_contains_alt;listing_title_lowercase_contains_songs;listing_title_lowercase_contains_verpackt;listing_title_lowercase_contains_bag
10567;'Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB';'!!!!!!ipod 20gb U2 photo!!!!!!';'';2005-10-14;2005-10-15;1;9;82;230.000000;0.000000;'N';'N';'N';'Y';'N';'N';'N';'N';'N';1;230.000000;207.358000;1;5519.571429;10;14;2005;'20 GB';;'F';'F';'W';'F';'F';'W';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F'
14049;'Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB';'!NEU! ipod 20 GB 4. Generation  inkl. Rechnung u. Dock';'';2006-01-14;2006-01-21;7;1;94;20.000000;0.000000;'N';'Y';'N';'Y';'N';'N';'Y';'N';'N';1;213.490000;207.358000;1;5532.714286;1;14;2006;'20 GB';;'F';'F';'W';'F';'F';'W';'F';'W';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F'
10463;'Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB';'.:: IPod 20GB Color - Neuste Generation - TOP :::.';'';2005-10-13;2005-10-14;1;1;198;1.000000;0.000000;'N';'N';'N';'N';'N';'N';'N';'N';'N';1;258.900000;207.358000;1;5519.428571;10;13;2005;'20 GB';;'F';'F';'W';'F';'F';'W';'F';'W';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F'
14748;'Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB';'...:::  Apple iPod Photo 20GB sehr guter Zustand :::...';'';2006-02-03;2006-02-04;1;1;14;1.000000;0.000000;'N';'N';'N';'Y';'N';'Y';'N';'N';'N';1;233.000000;207.358000;1;5535.571429;2;3;2006;'20 GB';;'F';'F';'W';'F';'F';'W';'F';'W';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'W';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F'
15924;'Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB';'@APPLE iPOD 20GB 3. GENERATION - SCHÖNSTER iPOD + DOCK@';'';2006-03-21;2006-03-22;1;1;652;165.000000;180.000000;'Y';'N';'N';'Y';'N';'N';'N';'N';'N';1;180.000000;207.358000;0;5542.142857;3;21;2006;'20 GB';;'F';'F';'W';'F';'F';'W';'F';'W';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F'
15329;'Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB';'* Apple iPod * 4G ! 20GB ! OVP ! Zubehör ! MP3-Player';'';2006-02-23;2006-03-01;6;1;41;150.000000;250.000000;'Y';'N';'N';'Y';'N';'Y';'Y';'Y';'N';1;250.000000;207.358000;1;5538.428571;2;23;2006;'20 GB';;'F';'F';'W';'F';'F';'W';'F';'W';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F'
15581;'Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB';'* Apple iPod * 4G ! 20GB ! OVP ! Zubehör ! MP3-Player';'';2006-03-05;2006-03-12;7;1;41;150.000000;250.000000;'Y';'N';'N';'Y';'N';'Y';'Y';'Y';'N';1;250.000000;207.358000;1;5539.857143;3;5;2006;'20 GB';;'F';'F';'W';'F';'F';'W';'F';'W';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F'
15809;'Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB';'* Apple iPod * 4G ! 20GB ! OVP ! Zubehör ! MP3-Player';'';2006-03-14;2006-03-19;5;1;41;100.000000;200.000000;'Y';'N';'N';'Y';'N';'Y';'Y';'Y';'N';1;212.550000;207.358000;1;5541.142857;3;14;2006;'20 GB';;'F';'F';'W';'F';'F';'W';'F';'W';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F'
14706;'Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB';'* Apple iPod photo 4. Generation, 20 GB +Garantie, OVP*';'';2006-02-02;2006-02-09;7;1;32;1.000000;0.000000;'N';'N';'N';'Y';'N';'Y';'N';'N';'Y';1;223.000000;207.358000;1;5535.428571;2;2;2006;'20 GB';;'F';'F';'W';'F';'F';'W';'F';'W';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F'
14283;'Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB';'** Apple iPod photo 4. Generation, 20 GB **';'absolut neuwertig, Garantie/Gewährleistung bis 09.2007';2006-01-21;2006-01-31;10;1;98;1.000000;0.000000;'N';'N';'N';'Y';'N';'N';'N';'N';'N';1;268.000000;207.358000;1;5533.714286;1;21;2006;'20 GB';;'F';'F';'W';'F';'F';'W';'F';'W';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F'
15003;'Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB';'** Apple iPod photo 4. Generation, 20 GB **';'absolut neuwertig, Garantie/Gewährleistung bis 09.2007';2006-02-10;2006-02-20;10;1;102;1.000000;0.000000;'N';'N';'N';'Y';'N';'N';'N';'N';'N';1;255.600000;207.358000;1;5536.571429;2;10;2006;'20 GB';;'F';'F';'W';'F';'F';'W';'F';'W';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F'
13597;'Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB';'** Apple, I Pod ,iPod, Mp3 Player 3 Monate alt 20 GB **';'';2006-01-01;2006-01-02;1;1;20;1.000000;0.000000;'N';'N';'N';'Y';'N';'Y';'N';'N';'N';1;210.100000;207.358000;1;5530.857143;1;1;2006;'20 GB';;'F';'F';'W';'F';'F';'W';'F';'W';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F'
13299;'Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB';'*** Apple iPod 20GB ***';'';2005-12-20;2005-12-23;3;1;3;1.000000;0.000000;'N';'N';'N';'Y';'N';'N';'N';'N';'N';1;176.000000;207.358000;0;5529.142857;12;20;2005;'20 GB';;'F';'F';'W';'F';'F';'W';'F';'W';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F'
11867;'Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB';'*** Apple Ipod 20GB 4G wie Neu, Zubehör, Garantie ***';'';2005-11-18;2005-11-21;3;1;115;1.000000;259.000000;'Y';'N';'N';'N';'N';'Y';'N';'N';'N';1;217.000000;207.358000;1;5524.571429;11;18;2005;'20 GB';;'F';'F';'W';'F';'F';'W';'F';'W';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F'
10295;'Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB';'*** APPLE IPOD 20GB NEU ZUSTAND!!! ***';'';2005-10-07;2005-10-08;1;1;55;190.000000;229.000000;'Y';'N';'N';'N';'N';'N';'N';'N';'N';1;191.000000;207.358000;0;5518.571429;10;7;2005;'20 GB';;'F';'F';'W';'F';'F';'W';'F';'W';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F'
11281;'Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB';'*****  I-Pod 20 GB incl. Zubehör  *****';'';2005-10-31;2005-11-03;3;1;13;1.000000;220.000000;'Y';'N';'N';'N';'N';'N';'N';'N';'N';1;169.500000;207.358000;0;5522.000000;10;31;2005;'20 GB';;'F';'F';'W';'F';'F';'W';'F';'W';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F'
12336;'Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB';'****Apple Ipod 20 GB 5. Generation. 5 Tage alt****';'***Mit iScin und Haltestation***';2005-11-29;2005-12-04;5;1;30;1.000000;267.000000;'Y';'N';'N';'Y';'N';'Y';'Y';'N';'Y';1;241.000000;207.358000;1;5526.142857;11;29;2005;'20 GB';;'F';'F';'W';'F';'F';'W';'F';'W';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F'
10244;'Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB';'***20GB iPod*** Zustand wie neu, kaum gebraucht!!!!!!!';'';2005-10-05;2005-10-05;0;1;23;170.000000;220.000000;'Y';'N';'N';'Y';'N';'Y';'N';'N';'N';1;220.000000;207.358000;1;5518.285714;10;5;2005;'20 GB';;'F';'F';'W';'F';'F';'W';'F';'W';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F'
10350;'Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB';'**Apple iPod Photo 5.G  20GB ungeöffnet mit Rechnung**';'';2005-10-09;2005-10-09;0;1;10;1.000000;260.000000;'Y';'N';'N';'N';'N';'N';'N';'Y';'N';1;259.990000;207.358000;1;5518.857143;10;9;2005;'20 GB';;'F';'F';'W';'F';'F';'W';'F';'W';'F';'F';'F';'F';'F';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F';'W';'F';'W';'F';'F';'F';'F';'F';'F';'F';'F';'F';'F'
