auct_id,gms_greater_avg,listing_title,listing_subtitle,listing_start_date,listing_end_date,item_leaf_category_name,listing_type_code,category_avg_gms,start_price_Mean__avg,buy_it_now_price_Mean__avg,feedback_score_at_listing_time_Mean__avg,gms,listing_durtn_days_LogN,feedback_score_at_listing_time_Log10,start_price_LogN,buy_it_now_price_LogN,qty_available_per_listing_LogN,qty_available_per_listing_Mean__avg,listing_start_date_year,listing_end_date_year,listing_start_date_month,listing_end_date_month,listing_start_date_day,listing_end_date_day,start_price_is_default,buy_it_now_listed_flag,feedback_score_at_listing_time_is_default,listing_durtn_days_is_default,bold_fee_flag,featured_fee_flag,category_featured_fee_flag,gallery_fee_flag,gallery_featured_fee_flag,ipix_featured_fee_flag,reserve_fee_flag,highlight_fee_flag,schedule_fee_flag,border_fee_flag,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:30 GB,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:40 GB,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Blau,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Gold,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Grün,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Pink,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Silber,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 4 GB:Sonsti,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Blau,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Grün,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Pink,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Mini 6 GB:Silber,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 2 GB,item_leaf_category_name_Audio & Hi-Fi:MP3-Player:Apple iPod:iPod Nano 4 GB,listing_type_code_1,listing_type_code_2,listing_type_code_7,listing_type_code_9,listing_title_lowercase_contains_new,listing_subtitle_lowercase_contains_new,listing_title_lowercase_contains_ovp,listing_title_lowercase_contains_black,listing_title_lowercase_contains_silver,listing_title_lowercase_contains_white,listing_title_lowercase_contains_green,listing_title_lowercase_contains_pink,listing_title_lowercase_contains_blue,listing_title_lowercase_contains_photo,listing_title_lowercase_contains_bussword,listing_title_lowercase_contains_invoice,listing_title_lowercase_contains_video,listing_title_lowercase_contains_warrenty,listing_title_lowercase_contains_colordisplay,listing_title_lowercase_contains_original,listing_title_lowercase_contains_verschweißt,listing_title_lowercase_contains_dock,listing_title_lowercase_contains_alt,listing_title_lowercase_contains_songs,listing_title_lowercase_contains_apple,listing_title_lowercase_contains_ipod,listing_title_lowercase_contains_verpackt,listing_title_lowercase_contains_bag
10898,"F","Apple I-Pod 20 GB OVP - wie NEU","",2005-10-21,2005-10-21,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",1,207.358000,162.585936,226.704225,893.903859,190.000000,,-0.565107,0.370146,-0.291168,0.534506,9.533333,2005,2005,10,10,21,21,"F","Y","F","W","Y","N","N","Y","N","Y","N","N","N","N","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","W","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F"
10907,"W","Apple iPod Tragbarer MP3-Player 20 GB (4. Gener.) weiss","",2005-10-20,2005-10-25,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",9,207.358000,162.585936,226.704225,893.903859,209.990000,0.167384,2.178139,0.561416,0.418214,-0.758054,9.533333,2005,2005,10,10,20,25,"F","N","F","F","N","N","N","Y","N","N","N","N","N","Y","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F"
10908,"W","iPod Photo 60 GB - In OVP  Mit Zubehör - Alles top","",2005-10-21,2005-10-26,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",1,207.358000,162.585936,226.704225,893.903859,286.000000,0.167384,0.757211,0.243856,0.418214,0.534506,9.533333,2005,2005,10,10,21,26,"W","N","F","F","N","N","N","Y","N","Y","N","N","Y","N","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","W","F","F","F","F","F","F","W","W","F","F","F","F","F","F","F","F","F","F","W","F","F"
10910,"F","Samsung YH-920 GS 20GB Mp3-Player°Radio°OGG°Record°Neu!","Napster Edition°Line-IN°FM-Rec°Voice-Rec°OTG°Vorbis OGG",2005-10-21,2005-10-26,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",2,207.358000,162.585936,226.704225,893.903859,199.000000,0.167384,1.602891,0.494696,0.418214,0.534506,9.533333,2005,2005,10,10,21,26,"F","N","F","F","Y","N","Y","Y","N","Y","N","Y","Y","Y","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F"
10912,"W","Apple ipod 20 GB 4. Generation","NEUWERTIG!!! mit Farbdisplay und Fotooption",2005-10-21,2005-10-26,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",1,207.358000,162.585936,226.704225,893.903859,228.000000,0.167384,1.137290,-4.077647,0.418214,0.534506,9.533333,2005,2005,10,10,21,26,"F","N","W","F","Y","N","N","Y","N","Y","N","Y","N","Y","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F"
10916,"F","ipod 3. Generation 20 GB wie neu! Inkl. Zubehör","",2005-10-21,2005-10-21,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",1,207.358000,162.585936,226.704225,893.903859,159.000000,,0.195123,-1.244799,-1.006564,0.534506,9.533333,2005,2005,10,10,21,21,"F","Y","F","W","N","N","N","Y","N","Y","N","N","N","N","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F"
10917,"F","Ipod 4.Generation 20 GB","",2005-10-23,2005-10-30,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",1,207.358000,162.585936,226.704225,893.903859,163.000000,0.650967,-0.534745,0.243856,0.418214,0.534506,9.533333,2005,2005,10,10,23,30,"W","N","F","F","N","N","N","Y","N","N","N","N","Y","N","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F"
10918,"W","Apple iPod Photo 20GB + Grantie + OVP","",2005-10-21,2005-10-26,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",1,207.358000,162.585936,226.704225,893.903859,211.010000,0.167384,-1.296317,0.243856,0.418214,0.534506,9.533333,2005,2005,10,10,21,26,"W","N","F","F","Y","N","N","Y","N","Y","N","N","Y","N","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","W","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","W","W","F","F"
10920,"W","20GB++Apple I Pod 20 GB 4.Generation SUPER ZUSTAND++","",2005-10-21,2005-10-22,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",1,207.358000,162.585936,226.704225,893.903859,215.000000,-2.145727,-0.393725,0.437253,0.205313,0.534506,9.533333,2005,2005,10,10,21,22,"F","Y","F","F","N","N","N","N","N","N","N","N","N","N","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","W","F","F","F"
10921,"W","APPLE IPOD MINI 20 GB NEU/OVP Orignal + Rechnung","",2005-10-21,2005-10-22,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",1,207.358000,162.585936,226.704225,893.903859,242.000000,-2.145727,0.616741,0.243856,0.418214,0.534506,9.533333,2005,2005,10,10,21,22,"W","N","F","F","N","N","N","Y","N","N","N","N","N","N","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","W","F","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","W","W","F","F"
10922,"F","iPod 20 GB, Remote, OVP, Restgarantie und Zubehör! Top!","",2005-10-21,2005-10-26,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",1,207.358000,162.585936,226.704225,893.903859,186.110000,0.167384,-0.274115,0.243856,0.418214,0.534506,9.533333,2005,2005,10,10,21,26,"W","N","F","F","N","N","N","Y","N","Y","N","Y","N","N","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","W","F","F","F","F","F","F","F","W","F","F","W","F","F","F","F","F","F","F","W","F","F"
10924,"W","APPLE IPOD MINI 20 GB NEU/OVP Orignal + Rechnung","",2005-10-21,2005-10-22,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",1,207.358000,162.585936,226.704225,893.903859,240.000000,-2.145727,0.616741,0.243856,0.418214,0.534506,9.533333,2005,2005,10,10,21,22,"W","N","F","F","N","N","N","Y","N","N","N","N","N","N","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","W","F","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","W","W","F","F"
10929,"W","APPLE IPOD MINI 20 GB NEU/OVP Orignal + Rechnung","",2005-10-21,2005-10-22,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",1,207.358000,162.585936,226.704225,893.903859,232.870000,-2.145727,0.616741,0.243856,0.418214,0.534506,9.533333,2005,2005,10,10,21,22,"W","N","F","F","N","N","N","Y","N","N","N","N","N","N","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","W","F","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","W","W","F","F"
10933,"W","Apple IPOD MP3 Player 20GB + Netzteil + USB + Firewire","",2005-10-22,2005-10-23,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",9,207.358000,162.585936,226.704225,893.903859,209.000000,-2.145727,2.562879,0.555550,0.418214,0.534506,9.533333,2005,2005,10,10,22,23,"F","N","F","F","N","N","N","N","N","N","N","N","N","N","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F"
10936,"W","Ipod 4. Generation 20 GB OVP mit 1 Jahr Restgarantie","+ Marware Ipod Tasche+ Dock + Remote Fernbedienung",2005-10-22,2005-10-29,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",1,207.358000,162.585936,226.704225,893.903859,211.000000,0.650967,-0.649888,-0.359403,0.418214,0.534506,9.533333,2005,2005,10,10,22,29,"F","N","F","F","N","N","N","N","N","Y","N","N","Y","N","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","W","F","F"
10938,"W","Apple iPod 20GB (4.Generation) - NEU!!!","Das 5.000-Hit-Wunder",2005-10-22,2005-10-27,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",1,207.358000,162.585936,226.704225,893.903859,221.000000,0.167384,-1.802428,-3.229801,0.418214,0.534506,9.533333,2005,2005,10,10,22,27,"F","N","F","F","Y","N","N","Y","N","Y","N","N","N","Y","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F"
10941,"F","Apple Ipod 20GB 4. Generation Neu","ipod apple mac 20GB ungebraucht 4.Generation",2005-10-23,2005-10-30,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",1,207.358000,162.585936,226.704225,893.903859,186.000000,0.650967,-0.248092,0.243856,0.418214,0.534506,9.533333,2005,2005,10,10,23,30,"W","N","F","F","Y","N","N","Y","N","N","N","N","Y","N","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F"
10953,"F","Apple iPod 3G Tragbarer MP3-Player 20 GB","mit umfangreichen Zubehör",2005-10-22,2005-10-29,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",1,207.358000,162.585936,226.704225,893.903859,170.000000,0.650967,0.324404,0.243856,0.418214,0.534506,9.533333,2005,2005,10,10,22,29,"W","N","F","F","N","N","N","N","N","N","N","N","N","N","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F"
10961,"W","i Pod (iPod) 20 GB apple","",2005-10-25,2005-11-01,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",1,207.358000,162.585936,226.704225,893.903859,281.000000,0.650967,-1.653983,-3.217327,0.418214,0.534506,9.533333,2005,2005,10,11,25,1,"F","N","F","F","N","N","N","Y","N","N","N","N","Y","Y","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F"
10962,"W","Apple iPod Photo 20GB  mit Farbdisplay (5.Generation)","** inkl. OVP, Rechnung; 12 Monate Apple Garantie **",2005-10-22,2005-10-25,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",1,207.358000,162.585936,226.704225,893.903859,243.000000,-0.566783,-1.235541,0.243856,0.418214,0.534506,9.533333,2005,2005,10,10,22,25,"W","N","F","F","N","N","N","N","N","Y","N","N","N","N","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","W","F","F","F","F","F","W","W","F","F"
10963,"F","U2 iPod Special Edition 4. Gen.","",2005-10-23,2005-10-30,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",1,207.358000,162.585936,226.704225,893.903859,184.000000,0.650967,0.452220,0.243856,0.418214,0.534506,9.533333,2005,2005,10,10,23,30,"W","N","F","F","Y","N","N","Y","N","N","N","N","Y","N","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F"
10964,"W","iPod Photo 20GB, 5. Gen., OVP, ungeöffnet","iPod Photo 20GB, Farbdisplay, amerikanisches Modell",2005-10-23,2005-10-30,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",1,207.358000,162.585936,226.704225,893.903859,213.000000,0.650967,-1.538841,0.135550,0.418214,0.534506,9.533333,2005,2005,10,10,23,30,"F","N","F","F","N","N","N","N","N","Y","N","N","Y","N","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","W","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","W","F","F"
10967,"F","Apple Ipod 20GB","",2005-10-23,2005-10-24,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",1,207.358000,162.585936,226.704225,893.903859,183.550000,-2.145727,1.044594,-0.371878,-0.105287,0.534506,9.533333,2005,2005,10,10,23,24,"F","Y","F","F","N","N","N","Y","N","N","N","N","N","N","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F"
10969,"W","iPod Apple *NEU* 20 GB, silber","",2005-10-23,2005-11-02,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",1,207.358000,162.585936,226.704225,893.903859,253.030000,1.163586,-0.597368,0.243856,0.418214,0.534506,9.533333,2005,2005,10,11,23,2,"W","N","F","F","N","N","N","N","N","N","N","N","N","N","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F"
10971,"F","Ipod 20 Gb Apple","",2005-10-23,2005-10-30,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",1,207.358000,162.585936,226.704225,893.903859,172.010000,0.650967,-0.708366,0.243856,0.418214,0.534506,9.533333,2005,2005,10,10,23,30,"W","N","F","F","N","N","N","N","N","N","N","N","N","N","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F"
10979,"W","Apple IPOD MP3 Player 20GB + Netzteil + USB + Firewire","",2005-10-23,2005-10-23,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",9,207.358000,162.585936,226.704225,893.903859,209.000000,,2.563388,0.555550,0.418214,0.534506,9.533333,2005,2005,10,10,23,23,"F","N","F","W","N","N","N","N","N","N","N","N","N","N","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F"
10981,"F","Apple iPod 20GB 3G 3.Generation NEU","",2005-10-23,2005-10-24,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",1,207.358000,162.585936,226.704225,893.903859,141.000000,-2.145727,-0.076894,0.243856,-0.621467,0.534506,9.533333,2005,2005,10,10,23,24,"W","Y","F","F","N","N","N","N","N","N","N","N","N","N","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F"
10984,"F","iPod 20GB 4G mit Zubehör","",2005-10-23,2005-10-30,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",1,207.358000,162.585936,226.704225,893.903859,172.000000,0.650967,0.187906,0.243856,0.418214,0.534506,9.533333,2005,2005,10,10,23,30,"W","N","F","F","N","N","N","N","N","N","N","N","N","N","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F"
10989,"F","iPod 3G 20GB","Der beliebteste Musik-Player der Welt",2005-10-23,2005-10-26,"Audio & Hi-Fi:MP3-Player:Apple iPod:20 GB",1,207.358000,162.585936,226.704225,893.903859,199.990000,-0.566783,-0.798333,0.500855,1.543346,0.534506,9.533333,2005,2005,10,10,23,26,"F","Y","F","F","Y","N","N","Y","N","N","N","N","N","N","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F"
