Umcodieren1,auct_id,listing_title,listing_subtitle,listing_start_date,listing_end_date,listing_durtn_days,listing_type_code,feedback_score_at_listing_time,start_price,buy_it_now_price,buy_it_now_listed_flag,bold_fee_flag,category_featured_fee_flag,gallery_fee_flag,gallery_featured_fee_flag,ipix_featured_fee_flag,highlight_fee_flag,schedule_fee_flag,border_fee_flag,qty_available_per_listing,gms,category_avg_gms,gms_greater_avg,listing_start_date_month,listing_start_date_day,listing_start_date_year,item_leaf_category_name_article_category,item_leaf_category_name_color_category,_article_meta_mini,_article_meta_nano,_article_meta_classic,_article_40,_article_30,_article_20,_article_4,_article_2,item_leaf_category_name_color_category_Blau_flag,item_leaf_category_name_color_category_Gold_flag,item_leaf_category_name_color_category_Grün_flag,item_leaf_category_name_color_category_Pink_flag,item_leaf_category_name_color_category_Silber_flag,item_leaf_category_name_color_category_Sonsti_flag,listing_type_code_1,listing_type_code_2,listing_type_code_7,listing_type_code_9,listing_start_date_month_1,listing_start_date_month_2,listing_start_date_month_3,listing_start_date_month_6,listing_start_date_month_8,listing_start_date_month_9,listing_start_date_month_10,listing_start_date_month_11,listing_start_date_month_12,listing_title_lowercase_contains_new,listing_subtitle_lowercase_contains_new,listing_title_lowercase_contains_ovp,listing_title_lowercase_contains_black,listing_title_lowercase_contains_silver,listing_title_lowercase_contains_white,listing_title_lowercase_contains_green,listing_title_lowercase_contains_pink,listing_title_lowercase_contains_blue,listing_title_lowercase_contains_photo,listing_title_lowercase_contains_bussword,listing_title_lowercase_contains_invoice,listing_title_lowercase_contains_video,listing_title_lowercase_contains_warrenty,listing_title_lowercase_contains_colordisplay,listing_title_lowercase_contains_original,listing_title_lowercase_contains_verschweißt,listing_title_lowercase_contains_dock,listing_title_lowercase_contains_alt,listing_title_lowercase_contains_songs,listing_title_lowercase_contains_apple,listing_title_lowercase_contains_ipod,listing_title_lowercase_contains_verpackt,listing_title_lowercase_contains_bag,start_price_Mean,buy_it_now_price_Mean,buy_it_now_mean < real,is_buy_it_now_greater,start_price_mean < real,is_start_price_greater,dasy_between_weihnachten_2006,days_between_weihnachten_2005,is_before_weihnachten,is_after_weihnachten_2005,Partition
1,11251,"Apple Ipod Foto, 20Gb, 5. Generation","",2005-10-30,2005-10-30,0,1,167,1.000000,200.000000,"Y","N","N","N","N","N","N","N","N","1",200.000000,207.358000,0,10,30,2005,"20 GB","","F","F","W","F","F","W","F","W","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","W","W","F","F",44.248043,226.704225,"F","F","F","F",420,55,"F","F","1_Training"
1,12557,"iPod 20GB mit Farbdisplay NEU Original Verpackt.","",2005-12-04,2005-12-04,0,1,10,1.000000,245.000000,"Y","N","N","Y","N","N","N","N","N","1",245.000000,207.358000,1,12,4,2005,"20 GB","","F","F","W","F","F","W","F","W","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F","F","F","F","W","W","F",44.248043,226.704225,"W","W","F","F",385,20,"W","F","1_Training"
1,11249,"Neuer iPod 20 GB original verpackt mit Zubehör","",2005-10-30,2005-11-06,7,1,53,1.000000,,"N","N","N","Y","N","Y","N","N","N","1",220.900000,207.358000,1,10,30,2005,"20 GB","","F","F","W","F","F","W","F","W","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","W","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","W","W","F",44.248043,226.704225,"F","F","F","F",420,55,"F","F","1_Training"
1,11246,"Apple IPod 20Gb OVP","",2005-10-30,2005-11-06,7,1,18,1.000000,,"N","N","N","Y","N","N","N","N","N","1",236.500000,207.358000,1,10,30,2005,"20 GB","","F","F","W","F","F","W","F","W","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","W","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F",44.248043,226.704225,"F","F","F","F",420,55,"F","F","1_Training"
1,12547,"APPLE IPOD 20 GB 4.Gen - in Original VP","",2005-12-04,2005-12-11,7,1,17,1.000000,,"N","N","N","Y","N","Y","N","Y","N","1",206.000000,207.358000,0,12,4,2005,"20 GB","","F","F","W","F","F","W","F","W","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","W","W","F","F",44.248043,226.704225,"F","F","F","F",385,20,"W","F","1_Training"
1,11244,"Apple iPod 20 GB  - NEU - mit iTrip und Etui","",2005-10-30,2005-11-06,7,1,3,1.000000,,"N","N","N","Y","N","Y","N","N","N","1",200.000000,207.358000,0,10,30,2005,"20 GB","","F","F","W","F","F","W","F","W","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","W","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F",44.248043,226.704225,"F","F","F","F",420,55,"F","F","1_Training"
1,12535,"APPLE IPOD 20GB 4G kein Jahr alt","",2005-12-04,2005-12-11,7,1,16,50.000000,,"N","N","N","N","N","Y","N","N","N","1",210.000000,207.358000,1,12,4,2005,"20 GB","","F","F","W","F","F","W","F","W","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","W","W","F","F",44.248043,226.704225,"F","F","W","F",385,20,"W","F","1_Training"
1,12523,"Apple iPod 20GB - 4.Generation","",2005-12-04,2005-12-04,0,1,296,1.000000,200.000000,"Y","N","N","N","N","N","N","N","N","1",200.000000,207.358000,0,12,4,2005,"20 GB","","F","F","W","F","F","W","F","W","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F",44.248043,226.704225,"F","F","F","F",385,20,"W","F","1_Training"
1,12522,"Apple iPod Photo 20GB mit Docking Station","",2005-12-04,2005-12-11,7,1,8,1.000000,,"N","N","N","N","N","N","N","Y","N","1",166.550000,207.358000,0,12,4,2005,"20 GB","","F","F","W","F","F","W","F","W","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","W","F","F","W","W","F","F",44.248043,226.704225,"F","F","F","F",385,20,"W","F","1_Training"
1,15930,"iPod 20 GB (in OVP) mit Garantie und Schutzhülle !!!","Die Chance!",2005-12-26,2005-12-31,5,1,4,1.000000,,"N","N","N","Y","N","Y","N","N","N","1",206.000000,207.358000,0,12,26,2005,"20 GB","","F","F","W","F","F","W","F","W","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","W","F","F","W","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","W","F","F",44.248043,226.704225,"F","F","F","F",363,-2,"W","W","1_Training"
1,11231,"Apple  iPod   PC  +  Mac  20 GB Neu","",2005-10-30,2005-11-02,3,1,1,150.000000,,"N","N","N","Y","N","Y","N","N","N","1",211.000000,207.358000,1,10,30,2005,"20 GB","","F","F","W","F","F","W","F","W","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","W","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F",44.248043,226.704225,"F","F","W","F",420,55,"F","F","1_Training"
1,15924,"@APPLE iPOD 20GB 3. GENERATION - SCHÖNSTER iPOD + DOCK@","",2006-03-21,2006-03-22,1,1,652,165.000000,180.000000,"Y","N","N","Y","N","N","N","N","N","1",180.000000,207.358000,0,3,21,2006,"20 GB","","F","F","W","F","F","W","F","W","F","F","F","F","F","F","W","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","W","W","F","F",44.248043,226.704225,"F","F","W","F",278,-87,"W","F","1_Training"
1,15922,"Apple Ipod U2 Edition 20 GB Riesen Zubehörpaket!!!!","",2006-03-21,2006-03-21,0,1,13,1.000000,225.000000,"Y","N","N","Y","N","Y","N","N","N","1",225.000000,207.358000,1,3,21,2006,"20 GB","","F","F","W","F","F","W","F","W","F","F","F","F","F","F","W","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F",44.248043,226.704225,"F","W","F","F",278,-87,"W","F","1_Training"
1,15920,"APPLE iPod 20GB Farbdisplay MA079FD/A","",2006-03-20,2006-03-23,3,1,12501,1.000000,,"N","N","N","Y","N","N","N","N","N","1",199.000000,207.358000,0,3,20,2006,"20 GB","","F","F","W","F","F","W","F","W","F","F","F","F","F","F","W","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","W","W","F","F",44.248043,226.704225,"F","F","F","F",279,-86,"W","F","1_Training"
1,15917,"Apple iPod 3. Generation 20 GB + Kopfhörer + Remote OVP","",2006-03-20,2006-03-22,2,9,55,149.900000,,"N","N","N","N","N","N","N","N","N","1",149.900000,207.358000,0,3,20,2006,"20 GB","","F","F","W","F","F","W","F","W","F","F","F","F","F","F","F","F","F","W","F","F","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F",44.248043,226.704225,"F","F","W","F",279,-86,"W","F","1_Training"
1,12512,"Apple iPod 4.Generation 20 GB + EarJams + Fernbedienung","",2005-12-03,2005-12-06,3,1,388,170.000000,209.000000,"Y","N","N","N","N","Y","N","N","N","1",209.000000,207.358000,1,12,3,2005,"20 GB","","F","F","W","F","F","W","F","W","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F",44.248043,226.704225,"F","W","W","F",386,21,"W","F","1_Training"
1,12499,"iPod > 20 GB > Apple > mit neuem Akku","iPod, 20 GB, 3. Generation, mit völlig neuem Akku!!",2005-12-04,2005-12-11,7,1,2,1.000000,,"N","N","N","N","N","N","N","Y","N","1",197.000000,207.358000,0,12,4,2005,"20 GB","","F","F","W","F","F","W","F","W","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","W","W","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F",44.248043,226.704225,"F","F","F","F",385,20,"W","F","1_Training"
1,15910,"iPod 20 GB mit viel Zubehör","",2006-03-19,2006-03-19,0,1,34,1.000000,140.000000,"Y","N","N","Y","N","N","N","N","N","1",140.000000,207.358000,0,3,19,2006,"20 GB","","F","F","W","F","F","W","F","W","F","F","F","F","F","F","W","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F",44.248043,226.704225,"F","F","F","F",280,-85,"W","F","1_Training"
1,12494,"Apple iPod U2 20GB 4G OVP neuwertig mit Dock! TOP","",2005-12-03,2005-12-03,0,1,2011,149.990000,240.000000,"Y","N","N","N","N","Y","N","N","N","1",239.990000,207.358000,1,12,3,2005,"20 GB","","F","F","W","F","F","W","F","W","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","W","W","F","W","F","F","F","F","F","F","F","W","F","F","F","F","F","F","W","F","F","W","W","F","F",44.248043,226.704225,"W","W","W","F",386,21,"W","F","1_Training"
1,12489,"APPLE iPOD -- 20 GB -- 4.Generation -- Zustand sehr gut","",2005-12-03,2005-12-10,7,1,31,1.000000,230.000000,"Y","N","N","Y","N","Y","N","Y","N","1",216.000000,207.358000,1,12,3,2005,"20 GB","","F","F","W","F","F","W","F","W","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","W","W","F","F",44.248043,226.704225,"W","W","F","F",386,21,"W","F","1_Training"
1,12475,"Apple iPod 20GB 4. Generation  **TOP !!","",2005-12-02,2005-12-12,10,1,174,1.000000,,"N","N","N","Y","N","Y","N","N","N","1",200.000000,207.358000,0,12,2,2005,"20 GB","","F","F","W","F","F","W","F","W","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","W","W","F","F",44.248043,226.704225,"F","F","F","F",387,22,"W","F","1_Training"
1,11216,"iPod 4. Generation, 20 GB, Sehr guter Zustand","",2005-10-30,2005-11-06,7,1,57,1.000000,,"N","Y","N","Y","N","Y","N","Y","N","1",171.000000,207.358000,0,10,30,2005,"20 GB","","F","F","W","F","F","W","F","W","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","W","F","F",44.248043,226.704225,"F","F","F","F",420,55,"F","F","1_Training"
1,12455,"APPLE iPod 20 GB, 4. Generation mit Contour Schutzhülle","Top gepflegter iPod inkl. allem Zubehör + Restgarantie",2005-12-01,2005-12-08,7,1,325,1.000000,260.000000,"Y","Y","N","Y","N","Y","N","N","N","1",224.000000,207.358000,1,12,1,2005,"20 GB","","F","F","W","F","F","W","F","W","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F",44.248043,226.704225,"W","W","F","F",388,23,"W","F","1_Training"
1,12453,"Apple iPod 20GB, 2. Generation, OVP, sehr guter Zustand","",2005-12-01,2005-12-02,1,1,108,50.000000,150.000000,"Y","N","N","Y","N","Y","N","N","N","1",150.000000,207.358000,0,12,1,2005,"20 GB","","F","F","W","F","F","W","F","W","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","W","F","F","W","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","W","W","F","F",44.248043,226.704225,"F","F","W","F",388,23,"W","F","1_Training"
1,12451,"Apple - ipod  Video 60 GB - schwarz  // NEU/OVP !","",2005-12-01,2005-12-06,5,1,1781,1.000000,,"N","N","N","N","N","N","N","N","N","1",426.000000,207.358000,1,12,1,2005,"20 GB","","F","F","W","F","F","W","F","W","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","W","W","F","W","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","W","W","F","F",44.248043,226.704225,"F","F","F","F",388,23,"W","F","1_Training"
1,11214,"Apple Ipod Photo 20 GB mit Farbdisplay (5. Genreation","2 Monate alt mit Kassenbon vom 29.08.2005",2005-10-30,2005-11-06,7,1,13,1.000000,240.000000,"Y","N","N","Y","N","Y","N","Y","N","1",237.000000,207.358000,1,10,30,2005,"20 GB","","F","F","W","F","F","W","F","W","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","W","F","F","F","F","F","W","W","F","F",44.248043,226.704225,"W","W","F","F",420,55,"F","F","1_Training"
1,15866,"iPod Photo 20 GB - Restgarantie","",2006-03-16,2006-03-22,6,9,130,219.000000,,"N","N","N","N","N","N","N","N","N","1",219.000000,207.358000,1,3,16,2006,"20 GB","","F","F","W","F","F","W","F","W","F","F","F","F","F","F","F","F","F","W","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","W","F","F","F","F","F","F","F","W","F","F",44.248043,226.704225,"F","F","W","W",283,-82,"W","F","1_Training"
1,11212,"iPod 20GB, 5. Generation, Farbdisplay, Photo, NEU, OVP","",2005-10-30,2005-10-30,0,1,104,1.000000,239.000000,"Y","N","N","N","N","N","N","Y","N","1",239.000000,207.358000,1,10,30,2005,"20 GB","","F","F","W","F","F","W","F","W","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","W","F","F","W","F","W","F","F","F","F","F","F","W","F","F","F","F","W","F","F","F","F","F","F","W","F","F",44.248043,226.704225,"W","W","F","F",420,55,"F","F","1_Training"
1,15860,"iPod 20 GB weiß/silber","",2006-03-16,2006-03-19,3,1,16,75.000000,200.000000,"Y","N","N","N","N","N","N","N","N","1",200.000000,207.358000,0,3,16,2006,"20 GB","","F","F","W","F","F","W","F","W","F","F","F","F","F","F","W","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F",44.248043,226.704225,"F","F","W","F",283,-82,"W","F","1_Training"
1,11210,"Apple iPod Tragbarer MP3-Player 20 GB mit Farbdisplay","",2005-10-30,2005-11-06,7,1,83,1.000000,,"N","Y","N","Y","N","N","N","N","N","1",216.000000,207.358000,1,10,30,2005,"20 GB","","F","F","W","F","F","W","F","W","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","W","W","F","F",44.248043,226.704225,"F","F","F","F",420,55,"F","F","1_Training"
1,15836,"Apple iPod 20GB 3.Generation (weiß) inkl. Zubehör","",2006-03-15,2006-03-18,3,1,2156,1.000000,,"N","N","N","Y","N","N","N","N","N","1",132.100000,207.358000,0,3,15,2006,"20 GB","","F","F","W","F","F","W","F","W","F","F","F","F","F","F","W","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F",44.248043,226.704225,"F","F","F","F",284,-81,"W","F","1_Training"
1,15829,"Apple iPod 3G 15GB","",2006-03-14,2006-03-19,5,1,26,1.000000,,"N","Y","N","Y","N","Y","N","N","N","1",101.000000,207.358000,0,3,14,2006,"20 GB","","F","F","W","F","F","W","F","W","F","F","F","F","F","F","W","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F",44.248043,226.704225,"F","F","F","F",285,-80,"W","F","1_Training"
1,15820,"Apple IPod 40 GB 4.GEN click wheel ovp","",2006-03-14,2006-03-21,7,1,1106,1.000000,,"N","N","N","Y","N","N","N","N","N","1",222.110000,207.358000,1,3,14,2006,"20 GB","","F","F","W","F","F","W","F","W","F","F","F","F","F","F","W","F","F","F","F","F","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F",44.248043,226.704225,"F","F","F","F",285,-80,"W","F","1_Training"
1,15818,"Apple iPod MP3 Player 20GB nur hier mit IPOD Netzteil 3","Sofort lieferbar,bei Nachnahmeversand sogar noch heute*",2006-03-14,2006-03-16,2,9,16655,219.000000,,"N","N","N","N","N","N","N","N","N","1",219.000000,207.358000,1,3,14,2006,"20 GB","","F","F","W","F","F","W","F","W","F","F","F","F","F","F","F","F","F","W","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F",44.248043,226.704225,"F","F","W","W",285,-80,"W","F","1_Training"
1,12447,"Apple iPod Player mit Farbdisplay - HD 20 GB - AAC, MP3","",2005-12-01,2005-12-02,1,1,12089,265.000000,289.000000,"Y","N","N","N","N","N","N","N","N","1",289.000000,207.358000,1,12,1,2005,"20 GB","","F","F","W","F","F","W","F","W","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","W","W","F","F",44.248043,226.704225,"W","W","W","W",388,23,"W","F","1_Training"
1,15809,"* Apple iPod * 4G ! 20GB ! OVP ! Zubehör ! MP3-Player","",2006-03-14,2006-03-19,5,1,41,100.000000,200.000000,"Y","N","N","Y","N","Y","Y","Y","N","1",212.550000,207.358000,1,3,14,2006,"20 GB","","F","F","W","F","F","W","F","W","F","F","F","F","F","F","W","F","F","F","F","F","W","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","W","W","F","F",44.248043,226.704225,"F","F","W","F",285,-80,"W","F","1_Training"
1,12439,"Apple 20 GB iPod 4.Gen Click Wheel- mit Rest-Garantie","Kopfhörer sind noch unbenutzt - siehe Fotos XXL",2005-12-01,2005-12-08,7,1,48,1.000000,,"N","N","N","Y","N","Y","N","N","N","1",231.000000,207.358000,1,12,1,2005,"20 GB","","F","F","W","F","F","W","F","W","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","F","F","F","F","F","F","F","W","F","F","F","F","F","F","W","W","F","F",44.248043,226.704225,"F","F","F","F",388,23,"W","F","1_Training"
