auct_id,listing_title,listing_subtitle,gms_greater_avg,listing_title_lowercase,listing_subtitle_lowercase,listing_start_date_month,listing_end_date_month,feedback_score_at_listing_time_transformed,listing_start_date_month1_transformed,start_price_Mean_transformed,buy_it_now_price_Mean_transformed,dasy_between_weihnachten_2006_transformed,days_between_weihnachten_2005_transformed,listing_start_date_days,listing_end_date_days,gms_transformed,discret_feedback_score_transformed,listing_type_code_transformed,buy_it_now_listed_flag_transformed,bold_fee_flag_transformed,gallery_fee_flag_transformed,ipix_featured_fee_flag_transformed,highlight_fee_flag_transformed,item_leaf_category_name_article_category_transformed,_article_meta_mini_transformed,_article_meta_classic_transformed,_article_30_transformed,_article_20_transformed,_article_4_transformed,listing_type_code_1_transformed,listing_type_code_9_transformed,listing_title_lowercase_contains_new_transformed,listing_subtitle_lowercase_contains_new_transformed,listing_title_lowercase_contains_ovp_transformed,listing_title_lowercase_contains_black_transformed,listing_title_lowercase_contains_white_transformed,listing_title_lowercase_contains_photo_transformed,listing_title_lowercase_contains_bussword_transformed,listing_title_lowercase_contains_video_transformed,listing_title_lowercase_contains_warrenty_transformed,listing_title_lowercase_contains_colordisplay_transformed,listing_title_lowercase_contains_original_transformed,listing_title_lowercase_contains_songs_transformed,listing_title_lowercase_contains_apple_transformed,listing_title_lowercase_contains_ipod_transformed,listing_title_lowercase_contains_verpackt_transformed,buy_it_now_mean < real_transformed,is_buy_it_now_greater_transformed,start_price_mean < real_transformed,is_start_price_greater_transformed,is_before_weihnachten_transformed,is_after_weihnachten_2005_transformed,$O-Anomaly,$O-AnomalyIndex,$O-PeerGroup,$O-Field-1,$O-FieldImpact-1,$O-Field-2,$O-FieldImpact-2,$O-Field-3,$O-FieldImpact-3
12566,"Apple i Pod 20 GB, 4Gen. + i Trip + Fernbedienung","",1,"apple i pod 20 gb, 4gen. + i trip + fernbedienung","",12,12,-0.297078,1.098661,-0.120981,0.485277,0.432206,0.432206,-0.432206,-0.391126,1.240580,0.282373,3,1,1,1,1,1,4,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,"F",0.857304,1,"listing_title_lowercase_contains_ipod_transformed",0.194621,"_article_20_transformed",0.040348,"is_before_weihnachten_transformed",0.024996
12564,"Apple IPod 4. Gen 20GB Display defekt Rest funktioniert","",0,"apple ipod 4. gen 20gb display defekt rest funktioniert","",12,12,-0.382603,1.098661,-0.120981,0.485277,0.432206,0.432206,-0.432206,-0.391126,-1.712984,0.075825,3,1,1,1,1,1,4,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"F",0.736862,1,"gms_transformed",0.073416,"_article_20_transformed",0.046943,"is_before_weihnachten_transformed",0.029081
12561,"IPod 4 Gen. 20GB OVP. mit Kassenzettel!","",0,"ipod 4 gen. 20gb ovp. mit kassenzettel!","",12,12,-0.559873,1.098661,-0.120981,0.485277,0.432206,0.432206,-0.432206,-0.391126,-0.258922,0.000000,3,1,1,1,0,1,4,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,"F",0.744553,1,"_article_20_transformed",0.046458,"listing_title_lowercase_contains_ovp_transformed",0.041945,"ipix_featured_fee_flag_transformed",0.041614
11261,"iPod 20 GB PC + Mac","",1,"ipod 20 gb pc + mac","",10,11,-0.550543,0.672607,-0.120981,0.485277,1.153440,1.153440,-1.153440,-1.114822,0.331791,-1.468926,3,1,1,1,1,1,4,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,"F",0.744025,1,"_article_20_transformed",0.046491,"discret_feedback_score_transformed",0.043579,"listing_title_lowercase_contains_apple_transformed",0.040286
11259,"iPod Photo 20 GB weiß","",1,"ipod photo 20 gb weiß","",10,11,-0.545878,0.672607,-0.120981,0.485277,1.153440,1.153440,-1.153440,-1.157392,0.877064,-1.256205,3,1,1,0,1,1,4,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,"F",0.846268,1,"listing_title_lowercase_contains_photo_transformed",0.089498,"is_start_price_greater_transformed",0.064752,"_article_20_transformed",0.040874
12560,"iPod Photo 20 GB absolut NEU und unbenutzt - OVP - XMAS","",1,"ipod photo 20 gb absolut neu und unbenutzt - ovp - xmas","",12,12,0.704343,1.098661,-0.120981,0.485277,0.432206,0.432206,-0.432206,-0.391126,1.013382,1.106484,3,1,1,0,1,1,4,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,"F",0.804761,1,"listing_title_lowercase_contains_photo_transformed",0.094114,"_article_20_transformed",0.042982,"listing_title_lowercase_contains_ovp_transformed",0.038806
11255,"APPLE iPod 20GB","",1,"apple ipod 20gb","",11,11,-0.539658,0.885634,-0.120981,0.485277,1.132227,1.132227,-1.132227,-1.093537,1.013382,-1.063285,3,1,1,1,1,1,4,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,"F",0.724387,1,"_article_20_transformed",0.047751,"discret_feedback_score_transformed",0.031645,"is_before_weihnachten_transformed",0.030549
11254,"Apple iPod 20GB 4. Gen. mit Photo, Farbdisplay wie NEU!","",1,"apple ipod 20gb 4. gen. mit photo, farbdisplay wie neu!","",10,11,-0.329733,0.672607,-0.120981,0.485277,1.174652,1.174652,-1.174652,-1.072251,0.445389,0.212761,3,1,1,0,1,1,4,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,"F",0.952602,1,"listing_title_lowercase_contains_colordisplay_transformed",0.209156,"listing_title_lowercase_contains_photo_transformed",0.079508,"_article_20_transformed",0.036311
12558,"ipod 20 GB + Zubehör","",0,"ipod 20 gb + zubehör","",12,12,-0.391933,1.098661,-0.120981,0.485277,0.432206,0.432206,-0.432206,-0.476266,0.236368,0.047459,3,1,1,1,0,1,4,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,"F",0.722970,1,"_article_20_transformed",0.047845,"ipix_featured_fee_flag_transformed",0.042857,"listing_title_lowercase_contains_apple_transformed",0.041459
11251,"Apple Ipod Foto, 20Gb, 5. Generation","",0,"apple ipod foto, 20gb, 5. generation","",10,10,-0.300188,0.672607,-0.120981,0.485277,1.174652,1.174652,-1.174652,-1.285103,0.081874,0.276127,3,0,1,0,1,1,4,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,"F",0.802225,1,"listing_title_lowercase_contains_photo_transformed",0.094411,"buy_it_now_listed_flag_transformed",0.055236,"_article_20_transformed",0.043118
12557,"iPod 20GB mit Farbdisplay NEU Original Verpackt.","",1,"ipod 20gb mit farbdisplay neu original verpackt.","",12,12,-0.544323,1.098661,-0.120981,0.485277,0.432206,0.432206,-0.432206,-0.540122,1.104261,-1.200930,3,0,1,1,1,1,4,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,"F",1.634064,1,"listing_title_lowercase_contains_verpackt_transformed",0.218551,"listing_title_lowercase_contains_original_transformed",0.153870,"listing_title_lowercase_contains_colordisplay_transformed",0.121930
12556,"Ipod Photo 20Gb m. Rechnung,Garantie und OVP","",0,"ipod photo 20gb m. rechnung,garantie und ovp","",12,12,-0.559873,1.098661,-0.120981,0.485277,0.432206,0.432206,-0.432206,-0.391126,0.127313,0.000000,3,1,1,1,0,1,4,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,"F",0.865333,1,"listing_title_lowercase_contains_warrenty_transformed",0.094949,"listing_title_lowercase_contains_photo_transformed",0.087526,"_article_20_transformed",0.039973
11249,"Neuer iPod 20 GB original verpackt mit Zubehör","",1,"neuer ipod 20 gb original verpackt mit zubehör","",10,11,-0.477458,0.672607,-0.120981,0.485277,1.174652,1.174652,-1.174652,-1.136107,0.556716,-0.325995,3,1,1,1,0,1,4,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,"F",1.328917,1,"listing_title_lowercase_contains_verpackt_transformed",0.268735,"listing_title_lowercase_contains_original_transformed",0.189202,"_article_20_transformed",0.026029
11247,"Apple IPOD 20GB incl. International Travel Adapter Kit","Neu und originalverpackt mit voller Garantie!!! Top!!!",1,"apple ipod 20gb incl. international travel adapter kit","neu und originalverpackt mit voller garantie!!! top!!!",10,11,2.729075,0.672607,-0.120981,0.485277,1.174652,1.174652,-1.174652,-1.221248,0.740746,1.640303,3,1,1,1,0,1,4,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,"F",1.002222,1,"listing_subtitle_lowercase_contains_new_transformed",0.200291,"feedback_score_at_listing_time_transformed",0.081247,"_article_20_transformed",0.034514
11246,"Apple IPod 20Gb OVP","",1,"apple ipod 20gb ovp","",10,11,-0.531883,0.672607,-0.120981,0.485277,1.174652,1.174652,-1.174652,-1.136107,0.911144,-0.892557,3,1,1,1,1,1,4,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,"F",0.736870,1,"_article_20_transformed",0.046942,"listing_title_lowercase_contains_ovp_transformed",0.042382,"is_before_weihnachten_transformed",0.030032
12547,"APPLE IPOD 20 GB 4.Gen - in Original VP","",0,"apple ipod 20 gb 4.gen - in original vp","",12,12,-0.533438,1.098661,-0.120981,0.485277,0.432206,0.432206,-0.432206,-0.391126,0.218192,-0.922545,3,1,1,1,0,1,4,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,"F",0.958324,1,"listing_title_lowercase_contains_original_transformed",0.262369,"_article_20_transformed",0.036095,"ipix_featured_fee_flag_transformed",0.032331
12544,"Apple iPod 20 GB - DEFEKT","",0,"apple ipod 20 gb - defekt","",12,12,-0.519443,1.098661,-0.120981,0.485277,0.432206,0.432206,-0.432206,-0.391126,-2.190098,-0.699637,3,1,1,0,1,1,4,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"F",0.768719,1,"gms_transformed",0.098437,"_article_20_transformed",0.044997,"gallery_fee_flag_transformed",0.029694
12539,"Apple iPod 20 GB 3. Generation + iTrip FM Transmitter","",0,"apple ipod 20 gb 3. generation + itrip fm transmitter","",12,12,-0.437028,1.098661,-0.120981,0.485277,0.432206,0.432206,-0.432206,-0.391126,-1.008673,-0.116585,3,1,0,1,1,1,4,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"F",0.755754,1,"bold_fee_flag_transformed",0.075081,"_article_20_transformed",0.045769,"gms_transformed",0.040002
11245,"Teac MP3-Player MP8000 mit 20 GB in blau","",1,"teac mp3-player mp8000 mit 20 gb in blau","",10,11,2.729075,0.672607,-0.120981,0.485277,1.174652,1.174652,-1.174652,-1.072251,2.126649,1.771866,2,1,0,1,1,1,4,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,"F",1.160373,1,"listing_title_lowercase_contains_ipod_transformed",0.143789,"feedback_score_at_listing_time_transformed",0.070173,"bold_fee_flag_transformed",0.048901
11244,"Apple iPod 20 GB  - NEU - mit iTrip und Etui","",0,"apple ipod 20 gb  - neu - mit itrip und etui","",10,11,-0.555208,0.672607,-0.120981,0.485277,1.174652,1.174652,-1.174652,-1.136107,0.081874,-1.832574,3,1,1,1,0,1,4,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,"F",0.761807,1,"discret_feedback_score_transformed",0.056991,"_article_20_transformed",0.045406,"ipix_featured_fee_flag_transformed",0.040672
12536,"Apple iPod 20GB Click Wheel","",0,"apple ipod 20gb click wheel","",12,12,-0.409038,1.098661,-0.120981,0.485277,0.432206,0.432206,-0.432206,-0.540122,0.000000,-0.008897,3,0,1,0,1,1,4,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"F",0.729680,1,"buy_it_now_listed_flag_transformed",0.060727,"_article_20_transformed",0.047405,"gallery_fee_flag_transformed",0.031283
12535,"APPLE IPOD 20GB 4G kein Jahr alt","",1,"apple ipod 20gb 4g kein jahr alt","",12,12,-0.534993,1.098661,-0.120981,0.485277,0.432206,0.432206,-0.432206,-0.391126,0.309071,-0.954350,3,1,1,0,0,1,4,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,"F",0.732191,1,"_article_20_transformed",0.047242,"ipix_featured_fee_flag_transformed",0.042317,"start_price_mean < real_transformed",0.038614
11240,"Apple iPod 20GB 4.Generation OVP","",0,"apple ipod 20gb 4.generation ovp","",10,11,-0.536548,0.672607,-0.120981,0.485277,1.174652,1.174652,-1.174652,-1.136107,-0.122604,-0.988209,3,1,1,0,0,1,4,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,"F",0.757516,1,"_article_20_transformed",0.045663,"listing_title_lowercase_contains_ovp_transformed",0.041227,"ipix_featured_fee_flag_transformed",0.040902
12525,"Apple IPod 20 Gb 3G Topzustand mit Restgarantie","",0,"apple ipod 20 gb 3g topzustand mit restgarantie","",12,12,-0.447913,1.098661,-0.120981,0.485277,0.432206,0.432206,-0.432206,-0.391126,-0.804195,-0.165261,3,1,1,1,1,1,4,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,"F",0.888413,1,"listing_title_lowercase_contains_bussword_transformed",0.139066,"listing_title_lowercase_contains_warrenty_transformed",0.092482,"_article_20_transformed",0.038935
12523,"Apple iPod 20GB - 4.Generation","",0,"apple ipod 20gb - 4.generation","",12,12,-0.099593,1.098661,-0.120981,0.485277,0.432206,0.432206,-0.432206,-0.540122,0.081874,0.576409,3,0,1,0,1,1,4,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"F",0.729943,1,"buy_it_now_listed_flag_transformed",0.060706,"_article_20_transformed",0.047388,"gallery_fee_flag_transformed",0.031272
12522,"Apple iPod Photo 20GB mit Docking Station","",0,"apple ipod photo 20gb mit docking station","",12,12,-0.547433,1.098661,-0.120981,0.485277,0.432206,0.432206,-0.432206,-0.391126,-0.678101,-1.317998,3,1,1,0,1,1,4,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"F",0.783688,1,"listing_title_lowercase_contains_photo_transformed",0.096645,"_article_20_transformed",0.044138,"discret_feedback_score_transformed",0.036428
12517,"APPLE iPod -20GB-PC + Mac-","",1,"apple ipod -20gb-pc + mac-","",12,12,-0.471238,1.098661,-0.120981,0.485277,0.453418,0.453418,-0.453418,-0.454981,0.536268,-0.287823,3,1,1,0,0,1,4,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,"F",0.723449,1,"_article_20_transformed",0.047813,"ipix_featured_fee_flag_transformed",0.042828,"start_price_mean < real_transformed",0.039081
11238,"iPod 20 GB super Zustand mit original Zubehör und OVP","",0,"ipod 20 gb super zustand mit original zubehör und ovp","",10,11,-0.278418,0.672607,-0.120981,0.485277,1.174652,1.174652,-1.174652,-1.136107,-0.804195,0.318362,3,1,1,1,0,1,4,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,"F",1.119296,1,"listing_title_lowercase_contains_original_transformed",0.224636,"listing_title_lowercase_contains_bussword_transformed",0.110380,"_article_20_transformed",0.030904
11236,"Apple iPod 20GB mit viel Zubehör!! sehr guter Zustand","Farbdisplay, Clickwheel, Fotofunktion+Docking+Remote",1,"apple ipod 20gb mit viel zubehör!! sehr guter zustand","farbdisplay, clickwheel, fotofunktion+docking+remote",10,11,-0.500783,0.672607,-0.120981,0.485277,1.174652,1.174652,-1.174652,-1.136107,0.848892,-0.500544,3,1,1,1,0,1,4,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,"F",0.841280,1,"listing_title_lowercase_contains_bussword_transformed",0.146857,"_article_20_transformed",0.041116,"ipix_featured_fee_flag_transformed",0.036830
15930,"iPod 20 GB (in OVP) mit Garantie und Schutzhülle !!!","Die Chance!",0,"ipod 20 gb (in ovp) mit garantie und schutzhülle !!!","die chance!",12,12,-0.553653,1.098661,-0.120981,0.485277,-0.034475,-0.034475,0.034475,0.034578,0.218192,-1.681646,3,1,1,1,0,1,4,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,"F",1.045430,1,"is_after_weihnachten_2005_transformed",0.202420,"listing_title_lowercase_contains_warrenty_transformed",0.078592,"discret_feedback_score_transformed",0.036894
11234,"iPod 20GB - PHOTO - MIT GARANTIE - NEU!!!","",1,"ipod 20gb - photo - mit garantie - neu!!!","",10,11,-0.503893,0.672607,-0.120981,0.485277,1.174652,1.174652,-1.174652,-1.136107,1.219905,-0.528909,3,1,1,1,1,1,4,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,"F",0.861932,1,"listing_title_lowercase_contains_warrenty_transformed",0.095324,"listing_title_lowercase_contains_photo_transformed",0.087871,"_article_20_transformed",0.040131
11231,"Apple  iPod   PC  +  Mac  20 GB Neu","",1,"apple  ipod   pc  +  mac  20 gb neu","",10,11,-0.558318,0.672607,-0.120981,0.485277,1.174652,1.174652,-1.174652,-1.221248,0.331791,-2.408942,3,1,1,1,0,1,4,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,"F",0.793802,1,"discret_feedback_score_transformed",0.082676,"_article_20_transformed",0.043576,"ipix_featured_fee_flag_transformed",0.039032
15924,"@APPLE iPOD 20GB 3. GENERATION - SCHÖNSTER iPOD + DOCK@","",0,"@apple ipod 20gb 3. generation - schönster ipod + dock@","",3,3,0.453988,-0.818583,-0.120981,0.485277,-1.837561,-1.837561,1.837561,1.758677,-0.372521,0.990704,3,0,1,1,1,1,4,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,"F",1.014054,3,"_article_20_transformed",0.087871,"start_price_mean < real_transformed",0.067351,"buy_it_now_listed_flag_transformed",0.054273
15922,"Apple Ipod U2 Edition 20 GB Riesen Zubehörpaket!!!!","",1,"apple ipod u2 edition 20 gb riesen zubehörpaket!!!!","",3,3,-0.539658,-0.818583,-0.120981,0.485277,-1.837561,-1.837561,1.837561,1.737392,0.649867,-1.063285,3,0,1,1,0,1,4,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,"F",1.027887,3,"is_buy_it_now_greater_transformed",0.093697,"_article_20_transformed",0.086688,"buy_it_now_listed_flag_transformed",0.053543
12513,"Apple iPod 3. Generation, 20 GB - Top Zustand","",0,"apple ipod 3. generation, 20 gb - top zustand","",12,12,-0.413703,1.098661,-0.120981,0.485277,0.453418,0.453418,-0.453418,-0.348555,0.104593,-0.025379,3,1,1,1,1,1,4,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"F",0.806800,1,"listing_title_lowercase_contains_bussword_transformed",0.153133,"_article_20_transformed",0.042874,"is_before_weihnachten_transformed",0.026561
15920,"APPLE iPod 20GB Farbdisplay MA079FD/A","",0,"apple ipod 20gb farbdisplay ma079fd/a","",3,3,2.729075,-0.818583,-0.120981,0.485277,-1.816348,-1.816348,1.816348,1.779962,0.059154,2.540219,3,1,1,1,1,1,4,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,"F",1.358352,1,"listing_title_lowercase_contains_colordisplay_transformed",0.146679,"feedback_score_at_listing_time_transformed",0.059946,"dasy_between_weihnachten_2006_transformed",0.058621
