auct_id,listing_title,listing_subtitle,gms_greater_avg,listing_title_lowercase,listing_subtitle_lowercase,listing_start_date_year,listing_start_date_month,listing_end_date_year,listing_end_date_month,listing_start_date_year1_transformed,listing_durtn_days_transformed,feedback_score_at_listing_time_transformed,listing_start_date_month1_transformed,listing_start_date_day1_transformed,start_price_Mean_transformed,buy_it_now_price_Mean_transformed,dasy_between_weihnachten_2006_transformed,days_between_weihnachten_2005_transformed,listing_start_date_days,listing_end_date_days,listing_start_date_day,listing_end_date_day,gms_transformed,discret_feedback_score_transformed,Umcodieren1_transformed,item_leaf_category_name_transformed,listing_type_code_transformed,buy_it_now_listed_flag_transformed,bold_fee_flag_transformed,category_featured_fee_flag_transformed,gallery_fee_flag_transformed,gallery_featured_fee_flag_transformed,ipix_featured_fee_flag_transformed,highlight_fee_flag_transformed,schedule_fee_flag_transformed,border_fee_flag_transformed,category_avg_gms_transformed,item_leaf_category_name_article_category_transformed,_article_meta_mini_transformed,_article_meta_nano_transformed,_article_meta_classic_transformed,_article_40_transformed,_article_30_transformed,_article_20_transformed,_article_4_transformed,_article_2_transformed,item_leaf_category_name_color_category_Blau_flag_transformed,item_leaf_category_name_color_category_Gold_flag_transformed,item_leaf_category_name_color_category_Grün_flag_transformed,item_leaf_category_name_color_category_Pink_flag_transformed,item_leaf_category_name_color_category_Silber_flag_transformed,item_leaf_category_name_color_category_Sonsti_flag_transformed,listing_type_code_1_transformed,listing_type_code_2_transformed,listing_type_code_7_transformed,listing_type_code_9_transformed,listing_title_lowercase_contains_new_transformed,listing_subtitle_lowercase_contains_new_transformed,listing_title_lowercase_contains_ovp_transformed,listing_title_lowercase_contains_black_transformed,listing_title_lowercase_contains_silver_transformed,listing_title_lowercase_contains_white_transformed,listing_title_lowercase_contains_green_transformed,listing_title_lowercase_contains_pink_transformed,listing_title_lowercase_contains_blue_transformed,listing_title_lowercase_contains_photo_transformed,listing_title_lowercase_contains_bussword_transformed,listing_title_lowercase_contains_invoice_transformed,listing_title_lowercase_contains_video_transformed,listing_title_lowercase_contains_warrenty_transformed,listing_title_lowercase_contains_colordisplay_transformed,listing_title_lowercase_contains_original_transformed,listing_title_lowercase_contains_verschweißt_transformed,listing_title_lowercase_contains_dock_transformed,listing_title_lowercase_contains_alt_transformed,listing_title_lowercase_contains_songs_transformed,listing_title_lowercase_contains_apple_transformed,listing_title_lowercase_contains_ipod_transformed,listing_title_lowercase_contains_verpackt_transformed,listing_title_lowercase_contains_bag_transformed,buy_it_now_mean < real_transformed,is_buy_it_now_greater_transformed,start_price_mean < real_transformed,is_start_price_greater_transformed,is_before_weihnachten_transformed,is_after_weihnachten_2005_transformed
12566,"Apple i Pod 20 GB, 4Gen. + i Trip + Fernbedienung","",1,"apple i pod 20 gb, 4gen. + i trip + fernbedienung","",2005,12,2005,12,2005,0.694503,-0.297078,1.098661,-1.298419,-0.120981,0.485277,0.432206,0.432206,-0.432206,-0.391126,-1.298419,-0.517207,1.240580,0.282373,"13","13",3,"1","1","1","1","1","1","1","1","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1"
12564,"Apple IPod 4. Gen 20GB Display defekt Rest funktioniert","",0,"apple ipod 4. gen 20gb display defekt rest funktioniert","",2005,12,2005,12,2005,0.694503,-0.382603,1.098661,-1.298419,-0.120981,0.485277,0.432206,0.432206,-0.432206,-0.391126,-1.298419,-0.517207,-1.712984,0.075825,"13","13",3,"1","1","1","1","1","1","1","1","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
12561,"IPod 4 Gen. 20GB OVP. mit Kassenzettel!","",0,"ipod 4 gen. 20gb ovp. mit kassenzettel!","",2005,12,2005,12,2005,0.694503,-0.559873,1.098661,-1.298419,-0.120981,0.485277,0.432206,0.432206,-0.432206,-0.391126,-1.298419,-0.517207,-0.258922,0.000000,"13","13",3,"1","1","1","1","1","0","1","1","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1"
11261,"iPod 20 GB PC + Mac","",1,"ipod 20 gb pc + mac","",2005,10,2005,11,2005,0.694503,-0.550543,0.672607,1.849758,-0.120981,0.485277,1.153440,1.153440,-1.153440,-1.114822,1.849758,-1.001086,0.331791,-1.468926,"13","13",3,"1","1","1","1","1","1","1","1","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","0","1"
11259,"iPod Photo 20 GB weiß","",1,"ipod photo 20 gb weiß","",2005,10,2005,11,2005,0.027247,-0.545878,0.672607,1.849758,-0.120981,0.485277,1.153440,1.153440,-1.153440,-1.157392,1.849758,-1.243026,0.877064,-1.256205,"13","13",3,"1","1","1","0","1","1","1","1","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","0","0","0","1"
12560,"iPod Photo 20 GB absolut NEU und unbenutzt - OVP - XMAS","",1,"ipod photo 20 gb absolut neu und unbenutzt - ovp - xmas","",2005,12,2005,12,2005,0.694503,0.704343,1.098661,-1.298419,-0.120981,0.485277,0.432206,0.432206,-0.432206,-0.391126,-1.298419,-0.517207,1.013382,1.106484,"13","13",3,"1","1","1","0","1","1","1","1","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1"
11255,"APPLE iPod 20GB","",1,"apple ipod 20gb","",2005,11,2005,11,2005,0.694503,-0.539658,0.885634,-1.648216,-0.120981,0.485277,1.132227,1.132227,-1.132227,-1.093537,-1.648216,-0.880116,1.013382,-1.063285,"13","13",3,"1","1","1","1","1","1","1","0","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1"
11254,"Apple iPod 20GB 4. Gen. mit Photo, Farbdisplay wie NEU!","",1,"apple ipod 20gb 4. gen. mit photo, farbdisplay wie neu!","",2005,10,2005,11,2005,1.695387,-0.329733,0.672607,1.733159,-0.120981,0.485277,1.174652,1.174652,-1.174652,-1.072251,1.733159,-0.759146,0.445389,0.212761,"13","13",3,"1","1","1","0","1","1","1","1","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1"
12558,"ipod 20 GB + Zubehör","",0,"ipod 20 gb + zubehör","",2005,12,2005,12,2005,-0.640009,-0.391933,1.098661,-1.298419,-0.120981,0.485277,0.432206,0.432206,-0.432206,-0.476266,-1.298419,-1.001086,0.236368,0.047459,"13","13",3,"1","1","1","1","1","0","1","1","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1"
11251,"Apple Ipod Foto, 20Gb, 5. Generation","",0,"apple ipod foto, 20gb, 5. generation","",2005,10,2005,10,2005,-1.640894,-0.300188,0.672607,1.733159,-0.120981,0.485277,1.174652,1.174652,-1.174652,-1.285103,1.733159,1.781221,0.081874,0.276127,"13","13",3,"0","1","1","0","1","1","1","1","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1"
12557,"iPod 20GB mit Farbdisplay NEU Original Verpackt.","",1,"ipod 20gb mit farbdisplay neu original verpackt.","",2005,12,2005,12,2005,-1.640894,-0.544323,1.098661,-1.298419,-0.120981,0.485277,0.432206,0.432206,-0.432206,-0.540122,-1.298419,-1.363996,1.104261,-1.200930,"13","13",3,"0","1","1","1","1","1","1","1","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1","1","1","0","1","0","1","0","0","1","1","1","1"
12556,"Ipod Photo 20Gb m. Rechnung,Garantie und OVP","",0,"ipod photo 20gb m. rechnung,garantie und ovp","",2005,12,2005,12,2005,0.694503,-0.559873,1.098661,-1.298419,-0.120981,0.485277,0.432206,0.432206,-0.432206,-0.391126,-1.298419,-0.517207,0.127313,0.000000,"13","13",3,"1","1","1","1","1","0","1","1","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","0","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1"
11249,"Neuer iPod 20 GB original verpackt mit Zubehör","",1,"neuer ipod 20 gb original verpackt mit zubehör","",2005,10,2005,11,2005,0.694503,-0.477458,0.672607,1.733159,-0.120981,0.485277,1.174652,1.174652,-1.174652,-1.136107,1.733159,-1.122056,0.556716,-0.325995,"13","13",3,"1","1","1","1","1","0","1","1","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","1","0","1","1","1","1","1","0","1"
11247,"Apple IPOD 20GB incl. International Travel Adapter Kit","Neu und originalverpackt mit voller Garantie!!! Top!!!",1,"apple ipod 20gb incl. international travel adapter kit","neu und originalverpackt mit voller garantie!!! top!!!",2005,10,2005,11,2005,-0.640009,2.729075,0.672607,1.733159,-0.120981,0.485277,1.174652,1.174652,-1.174652,-1.221248,1.733159,-1.605935,0.740746,1.640303,"13","13",3,"1","1","1","1","1","0","1","1","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1"
11246,"Apple IPod 20Gb OVP","",1,"apple ipod 20gb ovp","",2005,10,2005,11,2005,0.694503,-0.531883,0.672607,1.733159,-0.120981,0.485277,1.174652,1.174652,-1.174652,-1.136107,1.733159,-1.122056,0.911144,-0.892557,"13","13",3,"1","1","1","1","1","1","1","1","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1"
12547,"APPLE IPOD 20 GB 4.Gen - in Original VP","",0,"apple ipod 20 gb 4.gen - in original vp","",2005,12,2005,12,2005,0.694503,-0.533438,1.098661,-1.298419,-0.120981,0.485277,0.432206,0.432206,-0.432206,-0.391126,-1.298419,-0.517207,0.218192,-0.922545,"13","13",3,"1","1","1","1","1","0","1","0","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
12544,"Apple iPod 20 GB - DEFEKT","",0,"apple ipod 20 gb - defekt","",2005,12,2005,12,2005,0.694503,-0.519443,1.098661,-1.298419,-0.120981,0.485277,0.432206,0.432206,-0.432206,-0.391126,-1.298419,-0.517207,-2.190098,-0.699637,"13","13",3,"1","1","1","0","1","1","1","1","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
12539,"Apple iPod 20 GB 3. Generation + iTrip FM Transmitter","",0,"apple ipod 20 gb 3. generation + itrip fm transmitter","",2005,12,2005,12,2005,0.694503,-0.437028,1.098661,-1.298419,-0.120981,0.485277,0.432206,0.432206,-0.432206,-0.391126,-1.298419,-0.517207,-1.008673,-0.116585,"13","13",3,"1","0","1","1","1","1","1","1","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
11245,"Teac MP3-Player MP8000 mit 20 GB in blau","",1,"teac mp3-player mp8000 mit 20 gb in blau","",2005,10,2005,11,2005,1.695387,2.729075,0.672607,1.733159,-0.120981,0.485277,1.174652,1.174652,-1.174652,-1.072251,1.733159,-0.759146,2.126649,1.771866,"13","13",2,"1","0","0","1","1","1","1","1","0",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","0","1","1","0","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1","1","1","0","0","0","1"
11244,"Apple iPod 20 GB  - NEU - mit iTrip und Etui","",0,"apple ipod 20 gb  - neu - mit itrip und etui","",2005,10,2005,11,2005,0.694503,-0.555208,0.672607,1.733159,-0.120981,0.485277,1.174652,1.174652,-1.174652,-1.136107,1.733159,-1.122056,0.081874,-1.832574,"13","13",3,"1","1","1","1","1","0","1","1","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1"
12536,"Apple iPod 20GB Click Wheel","",0,"apple ipod 20gb click wheel","",2005,12,2005,12,2005,-1.640894,-0.409038,1.098661,-1.298419,-0.120981,0.485277,0.432206,0.432206,-0.432206,-0.540122,-1.298419,-1.363996,0.000000,-0.008897,"13","13",3,"0","1","1","0","1","1","1","1","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
12535,"APPLE IPOD 20GB 4G kein Jahr alt","",1,"apple ipod 20gb 4g kein jahr alt","",2005,12,2005,12,2005,0.694503,-0.534993,1.098661,-1.298419,-0.120981,0.485277,0.432206,0.432206,-0.432206,-0.391126,-1.298419,-0.517207,0.309071,-0.954350,"13","13",3,"1","1","1","0","1","0","1","1","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","0","1","1","1"
11240,"Apple iPod 20GB 4.Generation OVP","",0,"apple ipod 20gb 4.generation ovp","",2005,10,2005,11,2005,0.694503,-0.536548,0.672607,1.733159,-0.120981,0.485277,1.174652,1.174652,-1.174652,-1.136107,1.733159,-1.122056,-0.122604,-0.988209,"13","13",3,"1","1","1","0","1","0","1","1","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1"
12525,"Apple IPod 20 Gb 3G Topzustand mit Restgarantie","",0,"apple ipod 20 gb 3g topzustand mit restgarantie","",2005,12,2005,12,2005,0.694503,-0.447913,1.098661,-1.298419,-0.120981,0.485277,0.432206,0.432206,-0.432206,-0.391126,-1.298419,-0.517207,-0.804195,-0.165261,"13","13",3,"1","1","1","1","1","1","1","0","0",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
12523,"Apple iPod 20GB - 4.Generation","",0,"apple ipod 20gb - 4.generation","",2005,12,2005,12,2005,-1.640894,-0.099593,1.098661,-1.298419,-0.120981,0.485277,0.432206,0.432206,-0.432206,-0.540122,-1.298419,-1.363996,0.081874,0.576409,"13","13",3,"0","1","1","0","1","1","1","1","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
12522,"Apple iPod Photo 20GB mit Docking Station","",0,"apple ipod photo 20gb mit docking station","",2005,12,2005,12,2005,0.694503,-0.547433,1.098661,-1.298419,-0.120981,0.485277,0.432206,0.432206,-0.432206,-0.391126,-1.298419,-0.517207,-0.678101,-1.317998,"13","13",3,"1","1","1","0","1","1","1","0","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1"
12517,"APPLE iPod -20GB-PC + Mac-","",1,"apple ipod -20gb-pc + mac-","",2005,12,2005,12,2005,0.027247,-0.471238,1.098661,-1.415018,-0.120981,0.485277,0.453418,0.453418,-0.453418,-0.454981,-1.415018,-0.880116,0.536268,-0.287823,"13","13",3,"1","1","1","0","1","0","1","1","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1"
11238,"iPod 20 GB super Zustand mit original Zubehör und OVP","",0,"ipod 20 gb super zustand mit original zubehör und ovp","",2005,10,2005,11,2005,0.694503,-0.278418,0.672607,1.733159,-0.120981,0.485277,1.174652,1.174652,-1.174652,-1.136107,1.733159,-1.122056,-0.804195,0.318362,"13","13",3,"1","1","1","1","1","0","1","1","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","1","1","0","1","1","1","1","1","1","1","0","1"
11236,"Apple iPod 20GB mit viel Zubehör!! sehr guter Zustand","Farbdisplay, Clickwheel, Fotofunktion+Docking+Remote",1,"apple ipod 20gb mit viel zubehör!! sehr guter zustand","farbdisplay, clickwheel, fotofunktion+docking+remote",2005,10,2005,11,2005,0.694503,-0.500783,0.672607,1.733159,-0.120981,0.485277,1.174652,1.174652,-1.174652,-1.136107,1.733159,-1.122056,0.848892,-0.500544,"13","13",3,"1","1","1","1","1","0","1","1","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1"
15930,"iPod 20 GB (in OVP) mit Garantie und Schutzhülle !!!","Die Chance!",0,"ipod 20 gb (in ovp) mit garantie und schutzhülle !!!","die chance!",2005,12,2005,12,2005,0.027247,-0.553653,1.098661,1.266762,-0.120981,0.485277,-0.034475,-0.034475,0.034475,0.034578,1.266762,1.902190,0.218192,-1.681646,"13","13",3,"1","1","1","1","1","0","1","1","1",13.000000,"4","1","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","0"
