auct_id,listing_title,listing_subtitle,gms_greater_avg,listing_title_lowercase,listing_subtitle_lowercase,listing_start_date_month,listing_end_date_month,feedback_score_at_listing_time_transformed,listing_start_date_month1_transformed,start_price_Mean_transformed,buy_it_now_price_Mean_transformed,dasy_between_weihnachten_2006_transformed,days_between_weihnachten_2005_transformed,listing_start_date_days,listing_end_date_days,gms_transformed,discret_feedback_score_transformed,listing_type_code_transformed,buy_it_now_listed_flag_transformed,bold_fee_flag_transformed,gallery_fee_flag_transformed,ipix_featured_fee_flag_transformed,highlight_fee_flag_transformed,item_leaf_category_name_article_category_transformed,_article_meta_mini_transformed,_article_meta_classic_transformed,_article_30_transformed,_article_20_transformed,_article_4_transformed,listing_type_code_1_transformed,listing_type_code_9_transformed,listing_title_lowercase_contains_new_transformed,listing_subtitle_lowercase_contains_new_transformed,listing_title_lowercase_contains_ovp_transformed,listing_title_lowercase_contains_black_transformed,listing_title_lowercase_contains_white_transformed,listing_title_lowercase_contains_photo_transformed,listing_title_lowercase_contains_bussword_transformed,listing_title_lowercase_contains_video_transformed,listing_title_lowercase_contains_warrenty_transformed,listing_title_lowercase_contains_colordisplay_transformed,listing_title_lowercase_contains_original_transformed,listing_title_lowercase_contains_songs_transformed,listing_title_lowercase_contains_apple_transformed,listing_title_lowercase_contains_ipod_transformed,listing_title_lowercase_contains_verpackt_transformed,buy_it_now_mean < real_transformed,is_buy_it_now_greater_transformed,start_price_mean < real_transformed,is_start_price_greater_transformed,is_before_weihnachten_transformed,is_after_weihnachten_2005_transformed,$O-Anomaly,$O-AnomalyIndex,$O-PeerGroup,$O-Field-1,$O-FieldImpact-1,$O-Field-2,$O-FieldImpact-2,$O-Field-3,$O-FieldImpact-3,Partition
11251,"Apple Ipod Foto, 20Gb, 5. Generation","",0,"apple ipod foto, 20gb, 5. generation","",10,10,-0.300188,0.672607,-0.120981,0.485277,1.174652,1.174652,-1.174652,-1.285103,0.081874,0.276127,3,0,1,0,1,1,4,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,"F",0.802225,1,"listing_title_lowercase_contains_photo_transformed",0.094411,"buy_it_now_listed_flag_transformed",0.055236,"_article_20_transformed",0.043118,"1_Training"
12557,"iPod 20GB mit Farbdisplay NEU Original Verpackt.","",1,"ipod 20gb mit farbdisplay neu original verpackt.","",12,12,-0.544323,1.098661,-0.120981,0.485277,0.432206,0.432206,-0.432206,-0.540122,1.104261,-1.200930,3,0,1,1,1,1,4,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,"F",1.634064,1,"listing_title_lowercase_contains_verpackt_transformed",0.218551,"listing_title_lowercase_contains_original_transformed",0.153870,"listing_title_lowercase_contains_colordisplay_transformed",0.121930,"1_Training"
11249,"Neuer iPod 20 GB original verpackt mit Zubehör","",1,"neuer ipod 20 gb original verpackt mit zubehör","",10,11,-0.477458,0.672607,-0.120981,0.485277,1.174652,1.174652,-1.174652,-1.136107,0.556716,-0.325995,3,1,1,1,0,1,4,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,"F",1.328917,1,"listing_title_lowercase_contains_verpackt_transformed",0.268735,"listing_title_lowercase_contains_original_transformed",0.189202,"_article_20_transformed",0.026029,"1_Training"
11246,"Apple IPod 20Gb OVP","",1,"apple ipod 20gb ovp","",10,11,-0.531883,0.672607,-0.120981,0.485277,1.174652,1.174652,-1.174652,-1.136107,0.911144,-0.892557,3,1,1,1,1,1,4,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,"F",0.736870,1,"_article_20_transformed",0.046942,"listing_title_lowercase_contains_ovp_transformed",0.042382,"is_before_weihnachten_transformed",0.030032,"1_Training"
12547,"APPLE IPOD 20 GB 4.Gen - in Original VP","",0,"apple ipod 20 gb 4.gen - in original vp","",12,12,-0.533438,1.098661,-0.120981,0.485277,0.432206,0.432206,-0.432206,-0.391126,0.218192,-0.922545,3,1,1,1,0,1,4,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,"F",0.958324,1,"listing_title_lowercase_contains_original_transformed",0.262369,"_article_20_transformed",0.036095,"ipix_featured_fee_flag_transformed",0.032331,"1_Training"
11245,"Teac MP3-Player MP8000 mit 20 GB in blau","",1,"teac mp3-player mp8000 mit 20 gb in blau","",10,11,2.729075,0.672607,-0.120981,0.485277,1.174652,1.174652,-1.174652,-1.072251,2.126649,1.771866,2,1,0,1,1,1,4,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,"F",1.160373,1,"listing_title_lowercase_contains_ipod_transformed",0.143789,"feedback_score_at_listing_time_transformed",0.070173,"bold_fee_flag_transformed",0.048901,"1_Training"
11244,"Apple iPod 20 GB  - NEU - mit iTrip und Etui","",0,"apple ipod 20 gb  - neu - mit itrip und etui","",10,11,-0.555208,0.672607,-0.120981,0.485277,1.174652,1.174652,-1.174652,-1.136107,0.081874,-1.832574,3,1,1,1,0,1,4,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,"F",0.761807,1,"discret_feedback_score_transformed",0.056991,"_article_20_transformed",0.045406,"ipix_featured_fee_flag_transformed",0.040672,"1_Training"
11240,"Apple iPod 20GB 4.Generation OVP","",0,"apple ipod 20gb 4.generation ovp","",10,11,-0.536548,0.672607,-0.120981,0.485277,1.174652,1.174652,-1.174652,-1.136107,-0.122604,-0.988209,3,1,1,0,0,1,4,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,"F",0.757516,1,"_article_20_transformed",0.045663,"listing_title_lowercase_contains_ovp_transformed",0.041227,"ipix_featured_fee_flag_transformed",0.040902,"1_Training"
12525,"Apple IPod 20 Gb 3G Topzustand mit Restgarantie","",0,"apple ipod 20 gb 3g topzustand mit restgarantie","",12,12,-0.447913,1.098661,-0.120981,0.485277,0.432206,0.432206,-0.432206,-0.391126,-0.804195,-0.165261,3,1,1,1,1,1,4,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,"F",0.888413,1,"listing_title_lowercase_contains_bussword_transformed",0.139066,"listing_title_lowercase_contains_warrenty_transformed",0.092482,"_article_20_transformed",0.038935,"1_Training"
11238,"iPod 20 GB super Zustand mit original Zubehör und OVP","",0,"ipod 20 gb super zustand mit original zubehör und ovp","",10,11,-0.278418,0.672607,-0.120981,0.485277,1.174652,1.174652,-1.174652,-1.136107,-0.804195,0.318362,3,1,1,1,0,1,4,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,"F",1.119296,1,"listing_title_lowercase_contains_original_transformed",0.224636,"listing_title_lowercase_contains_bussword_transformed",0.110380,"_article_20_transformed",0.030904,"1_Training"
15930,"iPod 20 GB (in OVP) mit Garantie und Schutzhülle !!!","Die Chance!",0,"ipod 20 gb (in ovp) mit garantie und schutzhülle !!!","die chance!",12,12,-0.553653,1.098661,-0.120981,0.485277,-0.034475,-0.034475,0.034475,0.034578,0.218192,-1.681646,3,1,1,1,0,1,4,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,"F",1.045430,1,"is_after_weihnachten_2005_transformed",0.202420,"listing_title_lowercase_contains_warrenty_transformed",0.078592,"discret_feedback_score_transformed",0.036894,"1_Training"
11234,"iPod 20GB - PHOTO - MIT GARANTIE - NEU!!!","",1,"ipod 20gb - photo - mit garantie - neu!!!","",10,11,-0.503893,0.672607,-0.120981,0.485277,1.174652,1.174652,-1.174652,-1.136107,1.219905,-0.528909,3,1,1,1,1,1,4,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,"F",0.861932,1,"listing_title_lowercase_contains_warrenty_transformed",0.095324,"listing_title_lowercase_contains_photo_transformed",0.087871,"_article_20_transformed",0.040131,"1_Training"
11231,"Apple  iPod   PC  +  Mac  20 GB Neu","",1,"apple  ipod   pc  +  mac  20 gb neu","",10,11,-0.558318,0.672607,-0.120981,0.485277,1.174652,1.174652,-1.174652,-1.221248,0.331791,-2.408942,3,1,1,1,0,1,4,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,"F",0.793802,1,"discret_feedback_score_transformed",0.082676,"_article_20_transformed",0.043576,"ipix_featured_fee_flag_transformed",0.039032,"1_Training"
15922,"Apple Ipod U2 Edition 20 GB Riesen Zubehörpaket!!!!","",1,"apple ipod u2 edition 20 gb riesen zubehörpaket!!!!","",3,3,-0.539658,-0.818583,-0.120981,0.485277,-1.837561,-1.837561,1.837561,1.737392,0.649867,-1.063285,3,0,1,1,0,1,4,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,"F",1.027887,3,"is_buy_it_now_greater_transformed",0.093697,"_article_20_transformed",0.086688,"buy_it_now_listed_flag_transformed",0.053543,"1_Training"
12513,"Apple iPod 3. Generation, 20 GB - Top Zustand","",0,"apple ipod 3. generation, 20 gb - top zustand","",12,12,-0.413703,1.098661,-0.120981,0.485277,0.453418,0.453418,-0.453418,-0.348555,0.104593,-0.025379,3,1,1,1,1,1,4,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"F",0.806800,1,"listing_title_lowercase_contains_bussword_transformed",0.153133,"_article_20_transformed",0.042874,"is_before_weihnachten_transformed",0.026561,"1_Training"
15917,"Apple iPod 3. Generation 20 GB + Kopfhörer + Remote OVP","",0,"apple ipod 3. generation 20 gb + kopfhörer + remote ovp","",3,3,-0.474348,-0.818583,-0.120981,0.485277,-1.816348,-1.816348,1.816348,1.758677,-1.056384,-0.306562,2,1,1,0,1,1,4,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,"F",1.174828,1,"dasy_between_weihnachten_2006_transformed",0.067778,"days_between_weihnachten_2005_transformed",0.067778,"listing_start_date_days",0.067778,"1_Training"
12507,"APPLE IPOD 20 GB 4.Gen - in Original VP","",0,"apple ipod 20 gb 4.gen - in original vp","",12,12,-0.541213,1.098661,-0.120981,0.485277,0.453418,0.453418,-0.453418,-0.540122,0.240685,-1.105278,3,0,1,0,1,1,4,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,"F",1.026618,1,"listing_title_lowercase_contains_original_transformed",0.244915,"is_buy_it_now_greater_transformed",0.058709,"buy_it_now_listed_flag_transformed",0.043163,"1_Training"
11226,"Apple iPod 20GB 3G (3. Generation)","",0,"apple ipod 20gb 3g (3. generation)","",10,11,-0.519443,0.672607,-0.120981,0.485277,1.174652,1.174652,-1.174652,-1.221248,-1.940181,-0.699637,3,1,1,1,0,0,4,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,"F",0.871204,1,"highlight_fee_flag_transformed",0.117976,"gms_transformed",0.073262,"_article_20_transformed",0.039704,"1_Training"
15910,"iPod 20 GB mit viel Zubehör","",0,"ipod 20 gb mit viel zubehör","",3,3,-0.507003,-0.818583,-0.120981,0.485277,-1.795135,-1.795135,1.795135,1.694822,-1.281310,-0.558896,3,0,1,1,1,1,4,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,"F",0.923635,3,"_article_20_transformed",0.096473,"buy_it_now_listed_flag_transformed",0.059586,"_article_meta_classic_transformed",0.046500,"1_Training"
12495,"Neu IPOD U2 20GB Special Edition + iTrip FM Transmitter","",1,"neu ipod u2 20gb special edition + itrip fm transmitter","",12,12,2.729075,1.098661,-0.120981,0.485277,0.453418,0.453418,-0.453418,-0.454981,2.331126,2.913555,2,1,1,1,1,1,4,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,"F",1.004249,1,"discret_feedback_score_transformed",0.083793,"feedback_score_at_listing_time_transformed",0.081083,"is_start_price_greater_transformed",0.054566,"1_Training"
12489,"APPLE iPOD -- 20 GB -- 4.Generation -- Zustand sehr gut","",1,"apple ipod -- 20 gb -- 4.generation -- zustand sehr gut","",12,12,-0.511668,1.098661,-0.120981,0.485277,0.453418,0.453418,-0.453418,-0.412411,0.445389,-0.607359,3,0,1,1,0,1,4,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,"F",0.962207,1,"listing_title_lowercase_contains_bussword_transformed",0.128400,"buy_it_now_mean < real_transformed",0.078527,"is_buy_it_now_greater_transformed",0.062639,"1_Training"
11219,"Apple iPod 20GB PC Mac MP3Player 20 GB MP3 fast NEU","",0,"apple ipod 20gb pc mac mp3player 20 gb mp3 fast neu","",10,11,-0.522553,0.672607,-0.120981,0.485277,1.174652,1.174652,-1.174652,-1.136107,-0.327081,-0.741630,3,1,1,1,1,1,4,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,"F",0.724922,1,"_article_20_transformed",0.047716,"listing_title_lowercase_contains_new_transformed",0.031352,"is_before_weihnachten_transformed",0.030527,"1_Training"
12472,"iPod 20GB (2. Generation)","",0,"ipod 20gb (2. generation)","",12,12,-0.545878,1.098661,-0.120981,0.485277,0.474631,0.474631,-0.474631,-0.518837,-1.031393,-1.256205,3,1,1,0,1,1,4,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,"F",0.748291,1,"_article_20_transformed",0.046226,"gms_transformed",0.041232,"listing_title_lowercase_contains_apple_transformed",0.040056,"1_Training"
11216,"iPod 4. Generation, 20 GB, Sehr guter Zustand","",0,"ipod 4. generation, 20 gb, sehr guter zustand","",10,11,-0.471238,0.672607,-0.120981,0.485277,1.174652,1.174652,-1.174652,-1.136107,-0.576998,-0.287823,3,1,0,1,0,1,4,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,"F",0.902884,1,"listing_title_lowercase_contains_bussword_transformed",0.136837,"bold_fee_flag_transformed",0.062846,"_article_20_transformed",0.038311,"1_Training"
11215,"Apple iPod Photo 20 GB 5. Generation weiß","",1,"apple ipod photo 20 gb 5. generation weiß","",10,10,-0.283083,0.672607,-0.120981,0.485277,1.174652,1.174652,-1.174652,-1.263818,0.581708,0.309593,3,0,1,0,1,1,4,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,"F",0.855843,1,"listing_title_lowercase_contains_photo_transformed",0.088497,"is_buy_it_now_greater_transformed",0.070423,"buy_it_now_listed_flag_transformed",0.051775,"1_Training"
15873,"Apple Ipod 20 GB 20GB 3. Generation mit Dockingstation","",0,"apple ipod 20 gb 20gb 3. generation mit dockingstation","",3,3,-0.209998,-0.818583,-0.120981,0.485277,-1.752709,-1.752709,1.752709,1.716107,-0.736036,0.432524,3,1,1,1,1,1,4,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"F",0.870203,3,"_article_20_transformed",0.102397,"_article_meta_classic_transformed",0.049355,"_article_4_transformed",0.042069,"1_Training"
15872,"Teac MP3 Player MP8000 / MP-8000  mit 20 GB in Blau","",0,"teac mp3 player mp8000 / mp-8000  mit 20 gb in blau","",3,3,-0.544323,-0.818583,-0.120981,0.485277,-1.752709,-1.752709,1.752709,1.694822,-0.373657,-1.200930,1,1,1,1,1,1,4,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,"F",1.374601,1,"listing_title_lowercase_contains_ipod_transformed",0.121380,"listing_type_code_transformed",0.095400,"dasy_between_weihnachten_2006_transformed",0.055105,"1_Training"
11214,"Apple Ipod Photo 20 GB mit Farbdisplay (5. Genreation","2 Monate alt mit Kassenbon vom 29.08.2005",1,"apple ipod photo 20 gb mit farbdisplay (5. genreation","2 monate alt mit kassenbon vom 29.08.2005",10,11,-0.539658,0.672607,-0.120981,0.485277,1.174652,1.174652,-1.174652,-1.136107,0.922503,-1.063285,3,0,1,1,0,1,4,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,"F",1.112792,1,"listing_title_lowercase_contains_colordisplay_transformed",0.179047,"listing_title_lowercase_contains_photo_transformed",0.068062,"buy_it_now_mean < real_transformed",0.067901,"1_Training"
11212,"iPod 20GB, 5. Generation, Farbdisplay, Photo, NEU, OVP","",1,"ipod 20gb, 5. generation, farbdisplay, photo, neu, ovp","",10,10,-0.398153,0.672607,-0.120981,0.485277,1.174652,1.174652,-1.174652,-1.285103,0.967943,0.027659,3,0,1,0,1,1,4,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,"F",1.125804,1,"listing_title_lowercase_contains_colordisplay_transformed",0.176978,"listing_title_lowercase_contains_photo_transformed",0.067276,"buy_it_now_mean < real_transformed",0.067116,"1_Training"
12450,"Apple - ipod  Video 60 GB - schwarz  // NEU/OVP !","",1,"apple - ipod  video 60 gb - schwarz  // neu/ovp !","",12,12,2.209584,1.098661,-0.120981,0.485277,0.495844,0.495844,-0.495844,-0.391126,2.575546,1.517901,3,1,1,0,1,1,4,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,"F",1.004946,1,"listing_title_lowercase_contains_video_transformed",0.129058,"listing_title_lowercase_contains_black_transformed",0.073390,"feedback_score_at_listing_time_transformed",0.056916,"1_Training"
15839,"Apple iPod 20GB 4.Generation Guter Zustand","",0,"apple ipod 20gb 4.generation guter zustand","",3,3,-0.370163,-0.818583,-0.120981,0.485277,-1.752709,-1.752709,1.752709,1.673536,-0.895301,0.111407,3,1,1,1,1,1,4,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"F",0.988246,3,"listing_title_lowercase_contains_bussword_transformed",0.146536,"_article_20_transformed",0.090166,"_article_meta_classic_transformed",0.043460,"1_Training"
15836,"Apple iPod 20GB 3.Generation (weiß) inkl. Zubehör","",0,"apple ipod 20gb 3.generation (weiß) inkl. zubehör","",3,3,2.729075,-0.818583,-0.120981,0.485277,-1.710284,-1.710284,1.710284,1.673536,-1.460795,1.618147,3,1,1,1,1,1,4,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"F",1.294372,3,"feedback_score_at_listing_time_transformed",0.281846,"_article_20_transformed",0.068841,"discret_feedback_score_transformed",0.061173,"1_Training"
11208,"Apple iPod Tragbarer MP3-Player 20 GB (4. Gener.) weiss","",1,"apple ipod tragbarer mp3-player 20 gb (4. gener.) weiss","",10,10,2.729075,0.672607,-0.120981,0.485277,1.174652,1.174652,-1.174652,-1.263818,0.763238,2.221085,2,1,1,1,1,1,4,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,"F",1.050721,1,"listing_title_lowercase_contains_white_transformed",0.121274,"feedback_score_at_listing_time_transformed",0.077496,"is_start_price_greater_transformed",0.052153,"1_Training"
15825,"iPod 4. Generation 20 GB - versandkostenfrei -","",0,"ipod 4. generation 20 gb - versandkostenfrei -","",3,3,-0.455688,-0.818583,-0.120981,0.485277,-1.689071,-1.689071,1.689071,1.609681,-0.486119,-0.203021,3,0,0,0,1,1,4,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,"F",0.957443,3,"bold_fee_flag_transformed",0.094804,"_article_20_transformed",0.093066,"buy_it_now_listed_flag_transformed",0.057482,"1_Training"
15820,"Apple IPod 40 GB 4.GEN click wheel ovp","",1,"apple ipod 40 gb 4.gen click wheel ovp","",3,3,1.159958,-0.818583,-0.120981,0.485277,-1.689071,-1.689071,1.689071,1.737392,0.584207,1.267952,3,1,1,1,1,1,4,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"F",1.012538,3,"feedback_score_at_listing_time_transformed",0.088221,"_article_20_transformed",0.088002,"discret_feedback_score_transformed",0.055813,"1_Training"
